Sn,Id,Ls,St,Rs,Lw,Lf,Cf,Rf,Rw,Lam,Cam,Ram,Lm,Lcm,Cm,Rcm,Rm,Lwb,Ldm,Cdm,Rdm,Rwb,Lb,Lcb,Cb,Rcb,Rb,Original_Position
1807,210182,49+2,49+2,49+2,48+2,47+2,47+2,47+2,48+2,48+2,48+2,48+2,50+2,53+2,53+2,53+2,50+2,60+2,62+2,62+2,62+2,60+2,62+2,67+2,67+2,67+2,62+2,CB
1808,186117,66+2,66+2,66+2,67+2,67+2,67+2,67+2,67+2,67+2,67+2,67+2,67+2,67+2,67+2,67+2,67+2,64+2,64+2,64+2,64+2,64+2,63+2,63+2,63+2,63+2,63+2,"CM,LM"
1809,240133,66+2,66+2,66+2,58+2,62+2,62+2,62+2,58+2,59+2,59+2,59+2,57+2,54+2,54+2,54+2,57+2,42+2,43+2,43+2,43+2,42+2,40+2,43+2,43+2,43+2,40+2,ST
1810,229381,61+2,61+2,61+2,67+2,64+2,64+2,64+2,67+2,64+2,64+2,64+2,67+2,58+2,58+2,58+2,67+2,52+2,45+2,45+2,45+2,52+2,49+2,37+2,37+2,37+2,49+2,"RM,LM"
1811,190724,66+2,66+2,66+2,63+2,65+2,65+2,65+2,63+2,62+2,62+2,62+2,64+2,57+2,57+2,57+2,64+2,49+2,46+2,46+2,46+2,49+2,45+2,41+2,41+2,41+2,45+2,ST
1812,162053,43+2,43+2,43+2,46+2,44+2,44+2,44+2,46+2,47+2,47+2,47+2,50+2,53+2,53+2,53+2,50+2,61+2,63+2,63+2,63+2,61+2,63+2,67+2,67+2,67+2,63+2,CB
1813,233988,57+2,57+2,57+2,65+2,63+2,63+2,63+2,65+2,64+2,64+2,64+2,65+2,63+2,63+2,63+2,65+2,67+2,63+2,63+2,63+2,67+2,66+2,59+2,59+2,59+2,66+2,RB
1814,156164,55+2,55+2,55+2,56+2,56+2,56+2,56+2,56+2,56+2,56+2,56+2,59+2,59+2,59+2,59+2,59+2,65+2,64+2,64+2,64+2,65+2,65+2,67+2,67+2,67+2,65+2,"CB,RB"
1815,240131,64+2,64+2,64+2,68+2,66+2,66+2,66+2,68+2,65+2,65+2,65+2,67+2,58+2,58+2,58+2,67+2,55+2,47+2,47+2,47+2,55+2,54+2,44+2,44+2,44+2,54+2,"RW,LW"
1816,236547,63+2,63+2,63+2,68+2,66+2,66+2,66+2,68+2,66+2,66+2,66+2,69+2,65+2,65+2,65+2,69+2,65+2,61+2,61+2,61+2,65+2,64+2,58+2,58+2,58+2,64+2,"CAM,LM,RM,LB"
1817,223747,55+2,55+2,55+2,61+2,59+2,59+2,59+2,61+2,60+2,60+2,60+2,63+2,60+2,60+2,60+2,63+2,67+2,64+2,64+2,64+2,67+2,67+2,66+2,66+2,66+2,67+2,LB
1818,232728,51+2,51+2,51+2,60+2,57+2,57+2,57+2,60+2,59+2,59+2,59+2,62+2,60+2,60+2,60+2,62+2,67+2,63+2,63+2,63+2,67+2,66+2,64+2,64+2,64+2,66+2,"LB,RB,LM"
1819,228887,44+2,44+2,44+2,39+2,41+2,41+2,41+2,39+2,42+2,42+2,42+2,43+2,49+2,49+2,49+2,43+2,55+2,61+2,61+2,61+2,55+2,58+2,66+2,66+2,66+2,58+2,CB
1820,232214,67+2,67+2,67+2,63+2,66+2,66+2,66+2,63+2,65+2,65+2,65+2,62+2,58+2,58+2,58+2,62+2,42+2,42+2,42+2,42+2,42+2,40+2,37+2,37+2,37+2,40+2,"ST,LM"
1821,219670,49+2,49+2,49+2,51+2,50+2,50+2,50+2,51+2,50+2,50+2,50+2,53+2,52+2,52+2,52+2,53+2,64+2,62+2,62+2,62+2,64+2,66+2,66+2,66+2,66+2,66+2,"CB,LB"
1822,205846,51+2,51+2,51+2,59+2,56+2,56+2,56+2,59+2,58+2,58+2,58+2,61+2,60+2,60+2,60+2,61+2,67+2,65+2,65+2,65+2,67+2,66+2,64+2,64+2,64+2,66+2,RB
1823,190485,54+2,54+2,54+2,61+2,58+2,58+2,58+2,61+2,62+2,62+2,62+2,64+2,64+2,64+2,64+2,64+2,67+2,67+2,67+2,67+2,67+2,67+2,65+2,65+2,65+2,67+2,"LB,LWB"
1824,185109,60+2,60+2,60+2,62+2,60+2,60+2,60+2,62+2,60+2,60+2,60+2,63+2,61+2,61+2,61+2,63+2,68+2,65+2,65+2,65+2,68+2,68+2,67+2,67+2,67+2,68+2,"CB,LB"
1825,241941,55+2,55+2,55+2,59+2,56+2,56+2,56+2,59+2,57+2,57+2,57+2,61+2,59+2,59+2,59+2,61+2,66+2,65+2,65+2,65+2,66+2,67+2,69+2,69+2,69+2,67+2,"LB,CB"
1826,219413,46+2,46+2,46+2,53+2,48+2,48+2,48+2,53+2,51+2,51+2,51+2,57+2,54+2,54+2,54+2,57+2,66+2,61+2,61+2,61+2,66+2,66+2,64+2,64+2,64+2,66+2,LB
1827,191252,64+2,64+2,64+2,65+2,64+2,64+2,64+2,65+2,63+2,63+2,63+2,66+2,63+2,63+2,63+2,66+2,67+2,64+2,64+2,64+2,67+2,67+2,64+2,64+2,64+2,67+2,"LB,LM,LWB"
1828,243988,53+2,53+2,53+2,61+2,58+2,58+2,58+2,61+2,58+2,58+2,58+2,63+2,58+2,58+2,58+2,63+2,67+2,60+2,60+2,60+2,67+2,66+2,61+2,61+2,61+2,66+2,"RB,RM"
1829,240916,63+2,63+2,63+2,65+2,63+2,63+2,63+2,65+2,63+2,63+2,63+2,65+2,64+2,64+2,64+2,65+2,67+2,66+2,66+2,66+2,67+2,67+2,66+2,66+2,66+2,67+2,"CDM,CB"
1830,165908,62+2,62+2,62+2,63+2,63+2,63+2,63+2,63+2,64+2,64+2,64+2,64+2,65+2,65+2,65+2,64+2,67+2,68+2,68+2,68+2,67+2,67+2,68+2,68+2,68+2,67+2,"RB,CDM"
1831,208916,67+2,67+2,67+2,65+2,66+2,66+2,66+2,65+2,65+2,65+2,65+2,64+2,58+2,58+2,58+2,64+2,47+2,45+2,45+2,45+2,47+2,43+2,40+2,40+2,40+2,43+2,ST
1832,205588,46+2,46+2,46+2,49+2,47+2,47+2,47+2,49+2,50+2,50+2,50+2,51+2,54+2,54+2,54+2,51+2,61+2,63+2,63+2,63+2,61+2,62+2,66+2,66+2,66+2,62+2,"CB,RB"
1833,199700,67+2,67+2,67+2,68+2,68+2,68+2,68+2,68+2,67+2,67+2,67+2,66+2,59+2,59+2,59+2,66+2,49+2,45+2,45+2,45+2,49+2,45+2,39+2,39+2,39+2,45+2,"RM,ST,LM"
1834,230693,66+2,66+2,66+2,66+2,66+2,66+2,66+2,66+2,65+2,65+2,65+2,64+2,56+2,56+2,56+2,64+2,45+2,41+2,41+2,41+2,45+2,43+2,37+2,37+2,37+2,43+2,ST
1835,221477,67+2,67+2,67+2,66+2,67+2,67+2,67+2,66+2,66+2,66+2,66+2,67+2,63+2,63+2,63+2,67+2,58+2,56+2,56+2,56+2,58+2,56+2,53+2,53+2,53+2,56+2,"ST,RW,CAM"
1836,214053,66+2,66+2,66+2,68+2,67+2,67+2,67+2,68+2,66+2,66+2,66+2,68+2,60+2,60+2,60+2,68+2,53+2,48+2,48+2,48+2,53+2,50+2,42+2,42+2,42+2,50+2,"CAM,RM"
1837,209701,56+2,56+2,56+2,59+2,59+2,59+2,59+2,59+2,60+2,60+2,60+2,61+2,63+2,63+2,63+2,61+2,66+2,67+2,67+2,67+2,66+2,66+2,66+2,66+2,66+2,66+2,"CDM,CM"
1838,160292,62+2,62+2,62+2,61+2,62+2,62+2,62+2,61+2,63+2,63+2,63+2,62+2,66+2,66+2,66+2,62+2,64+2,67+2,67+2,67+2,64+2,63+2,65+2,65+2,65+2,63+2,"CDM,CM"
1839,219684,64+2,64+2,64+2,67+2,66+2,66+2,66+2,67+2,65+2,65+2,65+2,66+2,59+2,59+2,59+2,66+2,57+2,54+2,54+2,54+2,57+2,56+2,52+2,52+2,52+2,56+2,"LM,ST,CAM"
1840,178211,,,,,,,,,,,,,,,,,,,,,,,,,,,GK
1841,173859,66+2,66+2,66+2,65+2,66+2,66+2,66+2,65+2,63+2,63+2,63+2,63+2,57+2,57+2,57+2,63+2,52+2,48+2,48+2,48+2,52+2,50+2,45+2,45+2,45+2,50+2,ST
1842,233763,,,,,,,,,,,,,,,,,,,,,,,,,,,GK
1843,208675,67+2,67+2,67+2,63+2,66+2,66+2,66+2,63+2,63+2,63+2,63+2,61+2,55+2,55+2,55+2,61+2,44+2,43+2,43+2,43+2,44+2,42+2,41+2,41+2,41+2,42+2,ST
1844,203043,65+2,65+2,65+2,68+2,66+2,66+2,66+2,68+2,65+2,65+2,65+2,67+2,58+2,58+2,58+2,67+2,56+2,49+2,49+2,49+2,56+2,53+2,44+2,44+2,44+2,53+2,"RW,CAM,LW"
1845,189730,58+2,58+2,58+2,56+2,59+2,59+2,59+2,56+2,61+2,61+2,61+2,59+2,66+2,66+2,66+2,59+2,63+2,69+2,69+2,69+2,63+2,64+2,68+2,68+2,68+2,64+2,"CM,CDM"
1846,188194,68+2,68+2,68+2,70+2,69+2,69+2,69+2,70+2,68+2,68+2,68+2,69+2,67+2,67+2,67+2,69+2,68+2,66+2,66+2,66+2,68+2,67+2,64+2,64+2,64+2,67+2,"LB,LM"
1847,246818,43+2,43+2,43+2,40+2,40+2,40+2,40+2,40+2,40+2,40+2,40+2,42+2,45+2,45+2,45+2,42+2,55+2,58+2,58+2,58+2,55+2,58+2,66+2,66+2,66+2,58+2,CB
1848,244258,,,,,,,,,,,,,,,,,,,,,,,,,,,GK
1849,230178,54+2,54+2,54+2,57+2,55+2,55+2,55+2,57+2,57+2,57+2,57+2,59+2,61+2,61+2,61+2,59+2,66+2,67+2,67+2,67+2,66+2,67+2,65+2,65+2,65+2,67+2,LB
1850,234032,49+2,49+2,49+2,49+2,49+2,49+2,49+2,49+2,50+2,50+2,50+2,52+2,53+2,53+2,53+2,52+2,61+2,63+2,63+2,63+2,61+2,63+2,67+2,67+2,67+2,63+2,CB
1851,156464,46+2,46+2,46+2,42+2,44+2,44+2,44+2,42+2,45+2,45+2,45+2,45+2,52+2,52+2,52+2,45+2,57+2,61+2,61+2,61+2,57+2,59+2,66+2,66+2,66+2,59+2,CB
1852,220720,,,,,,,,,,,,,,,,,,,,,,,,,,,GK
1853,219952,61+2,61+2,61+2,63+2,63+2,63+2,63+2,63+2,65+2,65+2,65+2,65+2,67+2,67+2,67+2,65+2,62+2,64+2,64+2,64+2,62+2,60+2,58+2,58+2,58+2,60+2,"CM,CAM"
1854,214320,68+2,68+2,68+2,67+2,67+2,67+2,67+2,67+2,65+2,65+2,65+2,67+2,59+2,59+2,59+2,67+2,51+2,47+2,47+2,47+2,51+2,47+2,41+2,41+2,41+2,47+2,"LW,ST,LM"
1855,208432,59+2,59+2,59+2,55+2,57+2,57+2,57+2,55+2,57+2,57+2,57+2,57+2,60+2,60+2,60+2,57+2,61+2,64+2,64+2,64+2,61+2,62+2,66+2,66+2,66+2,62+2,CB
1856,204080,67+2,67+2,67+2,61+2,63+2,63+2,63+2,61+2,60+2,60+2,60+2,59+2,55+2,55+2,55+2,59+2,45+2,46+2,46+2,46+2,45+2,43+2,44+2,44+2,44+2,43+2,ST
1857,192559,44+2,44+2,44+2,40+2,40+2,40+2,40+2,40+2,40+2,40+2,40+2,42+2,45+2,45+2,45+2,42+2,57+2,60+2,60+2,60+2,57+2,60+2,67+2,67+2,67+2,60+2,CB
1858,186415,64+2,64+2,64+2,68+2,66+2,66+2,66+2,68+2,65+2,65+2,65+2,67+2,60+2,60+2,60+2,67+2,58+2,52+2,52+2,52+2,58+2,55+2,46+2,46+2,46+2,55+2,"RM,LM,RW"
1859,214575,44+2,44+2,44+2,40+2,42+2,42+2,42+2,40+2,43+2,43+2,43+2,44+2,49+2,49+2,49+2,44+2,56+2,61+2,61+2,61+2,56+2,58+2,67+2,67+2,67+2,58+2,"CB,LB"
1860,212783,61+2,61+2,61+2,63+2,61+2,61+2,61+2,63+2,63+2,63+2,63+2,64+2,65+2,65+2,65+2,64+2,67+2,68+2,68+2,68+2,67+2,67+2,67+2,67+2,67+2,67+2,"RB,RM,LB"
1861,204847,59+2,59+2,59+2,63+2,62+2,62+2,62+2,63+2,62+2,62+2,62+2,64+2,62+2,62+2,62+2,64+2,67+2,64+2,64+2,64+2,67+2,67+2,63+2,63+2,63+2,67+2,"RB,LM"
1862,159278,64+2,64+2,64+2,66+2,65+2,65+2,65+2,66+2,64+2,64+2,64+2,66+2,65+2,65+2,65+2,66+2,70+2,67+2,67+2,67+2,70+2,70+2,67+2,67+2,67+2,70+2,"LM,LB"
1863,155694,57+2,57+2,57+2,54+2,56+2,56+2,56+2,54+2,57+2,57+2,57+2,55+2,60+2,60+2,60+2,55+2,61+2,65+2,65+2,65+2,61+2,62+2,67+2,67+2,67+2,62+2,"CB,CDM"
1864,212014,59+2,59+2,59+2,63+2,61+2,61+2,61+2,63+2,61+2,61+2,61+2,64+2,62+2,62+2,62+2,64+2,67+2,64+2,64+2,64+2,67+2,66+2,62+2,62+2,62+2,66+2,LB
1865,198702,67+2,67+2,67+2,65+2,66+2,66+2,66+2,65+2,66+2,66+2,66+2,66+2,66+2,66+2,66+2,66+2,65+2,66+2,66+2,66+2,65+2,65+2,66+2,66+2,66+2,65+2,CM
1866,233791,,,,,,,,,,,,,,,,,,,,,,,,,,,GK
1867,228415,55+2,55+2,55+2,61+2,58+2,58+2,58+2,61+2,60+2,60+2,60+2,63+2,62+2,62+2,62+2,63+2,67+2,66+2,66+2,66+2,67+2,67+2,67+2,67+2,67+2,67+2,"RB,RWB"
1868,233790,50+2,50+2,50+2,49+2,49+2,49+2,49+2,49+2,49+2,49+2,49+2,51+2,51+2,51+2,51+2,51+2,61+2,60+2,60+2,60+2,61+2,63+2,67+2,67+2,67+2,63+2,CB
1869,221246,63+2,63+2,63+2,67+2,66+2,66+2,66+2,67+2,67+2,67+2,67+2,66+2,61+2,61+2,61+2,66+2,53+2,50+2,50+2,50+2,53+2,51+2,46+2,46+2,46+2,51+2,"RM,RW,LW"
1870,214590,60+2,60+2,60+2,63+2,64+2,64+2,64+2,63+2,66+2,66+2,66+2,64+2,66+2,66+2,66+2,64+2,58+2,60+2,60+2,60+2,58+2,56+2,53+2,53+2,53+2,56+2,"CM,CAM"
1871,185149,,,,,,,,,,,,,,,,,,,,,,,,,,,GK
1872,232253,65+2,65+2,65+2,68+2,67+2,67+2,67+2,68+2,66+2,66+2,66+2,67+2,57+2,57+2,57+2,67+2,51+2,45+2,45+2,45+2,51+2,48+2,41+2,41+2,41+2,48+2,"RM,CAM"
1873,230205,59+2,59+2,59+2,61+2,60+2,60+2,60+2,61+2,61+2,61+2,61+2,62+2,63+2,63+2,63+2,62+2,67+2,67+2,67+2,67+2,67+2,67+2,68+2,68+2,68+2,67+2,"RB,RWB,RM"
1874,225341,54+2,54+2,54+2,56+2,56+2,56+2,56+2,56+2,57+2,57+2,57+2,59+2,61+2,61+2,61+2,59+2,64+2,66+2,66+2,66+2,64+2,64+2,67+2,67+2,67+2,64+2,CB
1875,203069,62+2,62+2,62+2,64+2,64+2,64+2,64+2,64+2,65+2,65+2,65+2,66+2,67+2,67+2,67+2,66+2,67+2,67+2,67+2,67+2,67+2,66+2,65+2,65+2,65+2,66+2,"CM,LM"
1876,199741,67+2,67+2,67+2,66+2,66+2,66+2,66+2,66+2,64+2,64+2,64+2,66+2,59+2,59+2,59+2,66+2,50+2,48+2,48+2,48+2,50+2,48+2,43+2,43+2,43+2,48+2,"RM,ST"
1877,183356,57+2,57+2,57+2,57+2,58+2,58+2,58+2,57+2,59+2,59+2,59+2,59+2,63+2,63+2,63+2,59+2,64+2,66+2,66+2,66+2,64+2,64+2,66+2,66+2,66+2,64+2,"CDM,CM"
1878,49212,,,,,,,,,,,,,,,,,,,,,,,,,,,GK
1879,240956,57+2,57+2,57+2,63+2,60+2,60+2,60+2,63+2,61+2,61+2,61+2,64+2,62+2,62+2,62+2,64+2,66+2,63+2,63+2,63+2,66+2,66+2,63+2,63+2,63+2,66+2,LB
1880,228668,67+2,67+2,67+2,66+2,67+2,67+2,67+2,66+2,66+2,66+2,66+2,65+2,59+2,59+2,59+2,65+2,47+2,45+2,45+2,45+2,47+2,45+2,41+2,41+2,41+2,45+2,ST
1881,221756,64+2,64+2,64+2,68+2,66+2,66+2,66+2,68+2,65+2,65+2,65+2,67+2,59+2,59+2,59+2,67+2,56+2,50+2,50+2,50+2,56+2,54+2,47+2,47+2,47+2,54+2,"LW,RW"
1882,214351,,,,,,,,,,,,,,,,,,,,,,,,,,,GK
1883,206159,51+2,51+2,51+2,56+2,53+2,53+2,53+2,56+2,55+2,55+2,55+2,58+2,57+2,57+2,57+2,58+2,67+2,64+2,64+2,64+2,67+2,67+2,66+2,66+2,66+2,67+2,RB
1884,240206,65+2,65+2,65+2,68+2,67+2,67+2,67+2,68+2,67+2,67+2,67+2,67+2,62+2,62+2,62+2,67+2,60+2,56+2,56+2,56+2,60+2,59+2,51+2,51+2,51+2,59+2,LM
1885,229966,62+2,62+2,62+2,68+2,66+2,66+2,66+2,68+2,66+2,66+2,66+2,67+2,61+2,61+2,61+2,67+2,55+2,52+2,52+2,52+2,55+2,52+2,45+2,45+2,45+2,52+2,"RM,LM,ST"
1886,227150,64+2,64+2,64+2,63+2,65+2,65+2,65+2,63+2,66+2,66+2,66+2,64+2,68+2,68+2,68+2,64+2,62+2,66+2,66+2,66+2,62+2,62+2,63+2,63+2,63+2,62+2,"CDM,CM"
1887,208974,64+2,64+2,64+2,67+2,66+2,66+2,66+2,67+2,66+2,66+2,66+2,67+2,62+2,62+2,62+2,67+2,59+2,55+2,55+2,55+2,59+2,57+2,51+2,51+2,51+2,57+2,"LM,RM"
1888,246093,66+2,66+2,66+2,61+2,63+2,63+2,63+2,61+2,61+2,61+2,61+2,59+2,53+2,53+2,53+2,59+2,43+2,41+2,41+2,41+2,43+2,41+2,40+2,40+2,40+2,41+2,ST
1889,174669,60+2,60+2,60+2,64+2,64+2,64+2,64+2,64+2,66+2,66+2,66+2,66+2,68+2,68+2,68+2,66+2,67+2,67+2,67+2,67+2,67+2,66+2,64+2,64+2,64+2,66+2,"CDM,CM"
1890,230221,53+2,53+2,53+2,55+2,54+2,54+2,54+2,55+2,52+2,52+2,52+2,54+2,51+2,51+2,51+2,54+2,62+2,58+2,58+2,58+2,62+2,64+2,66+2,66+2,66+2,64+2,"CB,RB"
1891,219725,,,,,,,,,,,,,,,,,,,,,,,,,,,GK
1892,234060,60+2,60+2,60+2,59+2,61+2,61+2,61+2,59+2,62+2,62+2,62+2,60+2,64+2,64+2,64+2,60+2,63+2,67+2,67+2,67+2,63+2,63+2,68+2,68+2,68+2,63+2,"CDM,CM"
1893,230476,65+2,65+2,65+2,66+2,68+2,68+2,68+2,66+2,66+2,66+2,66+2,65+2,61+2,61+2,61+2,65+2,49+2,48+2,48+2,48+2,49+2,47+2,42+2,42+2,42+2,47+2,"CAM,RM,CM"
1894,223820,61+2,61+2,61+2,65+2,65+2,65+2,65+2,65+2,66+2,66+2,66+2,66+2,64+2,64+2,64+2,66+2,56+2,55+2,55+2,55+2,56+2,54+2,49+2,49+2,49+2,54+2,CAM
1895,234827,48+2,48+2,48+2,50+2,47+2,47+2,47+2,50+2,49+2,49+2,49+2,53+2,53+2,53+2,53+2,53+2,62+2,63+2,63+2,63+2,62+2,63+2,67+2,67+2,67+2,63+2,"CB,CDM,CM"
1896,223307,62+2,62+2,62+2,63+2,63+2,63+2,63+2,63+2,64+2,64+2,64+2,64+2,66+2,66+2,66+2,64+2,67+2,68+2,68+2,68+2,67+2,67+2,66+2,66+2,66+2,67+2,"CM,CDM"
1897,157515,61+2,61+2,61+2,63+2,62+2,62+2,62+2,63+2,63+2,63+2,63+2,64+2,64+2,64+2,64+2,64+2,67+2,66+2,66+2,66+2,67+2,67+2,66+2,66+2,66+2,67+2,LB
1898,219487,48+2,48+2,48+2,52+2,48+2,48+2,48+2,52+2,48+2,48+2,48+2,56+2,53+2,53+2,53+2,56+2,67+2,62+2,62+2,62+2,67+2,67+2,64+2,64+2,64+2,67+2,RB
1899,215647,66+2,66+2,66+2,59+2,63+2,63+2,63+2,59+2,60+2,60+2,60+2,59+2,57+2,57+2,57+2,59+2,46+2,48+2,48+2,48+2,46+2,45+2,47+2,47+2,47+2,45+2,ST
1900,207711,67+2,67+2,67+2,68+2,67+2,67+2,67+2,68+2,66+2,66+2,66+2,66+2,59+2,59+2,59+2,66+2,53+2,50+2,50+2,50+2,53+2,51+2,47+2,47+2,47+2,51+2,"ST,LM,RM"
1901,203871,66+2,66+2,66+2,67+2,66+2,66+2,66+2,67+2,66+2,66+2,66+2,66+2,61+2,61+2,61+2,66+2,51+2,51+2,51+2,51+2,51+2,49+2,47+2,47+2,47+2,49+2,"ST,LM,RM"
1902,189278,61+2,61+2,61+2,63+2,63+2,63+2,63+2,63+2,64+2,64+2,64+2,65+2,66+2,66+2,66+2,65+2,67+2,67+2,67+2,67+2,67+2,65+2,63+2,63+2,63+2,65+2,"CM,CDM"
1903,242270,63+2,63+2,63+2,67+2,66+2,66+2,66+2,67+2,66+2,66+2,66+2,67+2,61+2,61+2,61+2,67+2,53+2,49+2,49+2,49+2,53+2,51+2,41+2,41+2,41+2,51+2,"CAM,RW"
1904,237662,64+2,64+2,64+2,66+2,65+2,65+2,65+2,66+2,65+2,65+2,65+2,68+2,65+2,65+2,65+2,68+2,67+2,64+2,64+2,64+2,67+2,66+2,63+2,63+2,63+2,66+2,"RB,RW,LW"
1905,199262,64+2,64+2,64+2,66+2,66+2,66+2,66+2,66+2,67+2,67+2,67+2,67+2,67+2,67+2,67+2,67+2,66+2,65+2,65+2,65+2,66+2,65+2,63+2,63+2,63+2,65+2,"CM,RW"
1906,223581,59+2,59+2,59+2,63+2,62+2,62+2,62+2,63+2,64+2,64+2,64+2,65+2,66+2,66+2,66+2,65+2,66+2,66+2,66+2,66+2,66+2,64+2,61+2,61+2,61+2,64+2,"CDM,CM"
1907,202589,63+2,63+2,63+2,66+2,65+2,65+2,65+2,66+2,67+2,67+2,67+2,66+2,65+2,65+2,65+2,66+2,57+2,57+2,57+2,57+2,57+2,54+2,48+2,48+2,48+2,54+2,"CAM,CM"
1908,241756,54+2,54+2,54+2,55+2,54+2,54+2,54+2,55+2,55+2,55+2,55+2,57+2,58+2,58+2,58+2,57+2,64+2,64+2,64+2,64+2,64+2,65+2,67+2,67+2,67+2,65+2,"CB,RB"
1909,226652,62+2,62+2,62+2,60+2,62+2,62+2,62+2,60+2,64+2,64+2,64+2,62+2,67+2,67+2,67+2,62+2,61+2,67+2,67+2,67+2,61+2,61+2,65+2,65+2,65+2,61+2,"CM,CDM"
1910,224604,48+2,48+2,48+2,53+2,51+2,51+2,51+2,53+2,52+2,52+2,52+2,56+2,54+2,54+2,54+2,56+2,66+2,63+2,63+2,63+2,66+2,66+2,65+2,65+2,65+2,66+2,"RB,LB,CB"
1911,224348,,,,,,,,,,,,,,,,,,,,,,,,,,,GK
1912,204380,,,,,,,,,,,,,,,,,,,,,,,,,,,GK
1913,202076,57+2,57+2,57+2,60+2,58+2,58+2,58+2,60+2,60+2,60+2,60+2,63+2,63+2,63+2,63+2,63+2,66+2,66+2,66+2,66+2,66+2,66+2,66+2,66+2,66+2,66+2,"RB,LB"
1914,224876,48+2,48+2,48+2,41+2,43+2,43+2,43+2,41+2,42+2,42+2,42+2,43+2,47+2,47+2,47+2,43+2,56+2,60+2,60+2,60+2,56+2,59+2,67+2,67+2,67+2,59+2,"CB,RB"
1915,222572,,,,,,,,,,,,,,,,,,,,,,,,,,,GK
1916,192363,51+2,51+2,51+2,51+2,50+2,50+2,50+2,51+2,51+2,51+2,51+2,54+2,56+2,56+2,56+2,54+2,62+2,64+2,64+2,64+2,62+2,64+2,67+2,67+2,67+2,64+2,CB
1917,188779,49+2,49+2,49+2,45+2,47+2,47+2,47+2,45+2,48+2,48+2,48+2,46+2,53+2,53+2,53+2,46+2,56+2,62+2,62+2,62+2,56+2,58+2,66+2,66+2,66+2,58+2,CB
1918,232811,62+2,62+2,62+2,67+2,66+2,66+2,66+2,67+2,67+2,67+2,67+2,68+2,66+2,66+2,66+2,68+2,63+2,61+2,61+2,61+2,63+2,61+2,56+2,56+2,56+2,61+2,"CM,CDM,RM"
1919,228715,55+2,55+2,55+2,57+2,58+2,58+2,58+2,57+2,60+2,60+2,60+2,60+2,64+2,64+2,64+2,60+2,64+2,67+2,67+2,67+2,64+2,64+2,66+2,66+2,66+2,64+2,"CDM,CM"
1920,212075,67+2,67+2,67+2,68+2,67+2,67+2,67+2,68+2,66+2,66+2,66+2,67+2,60+2,60+2,60+2,67+2,52+2,49+2,49+2,49+2,52+2,49+2,45+2,45+2,45+2,49+2,"ST,LM,RM"
1921,205163,63+2,63+2,63+2,65+2,65+2,65+2,65+2,65+2,66+2,66+2,66+2,66+2,67+2,67+2,67+2,66+2,63+2,64+2,64+2,64+2,63+2,62+2,59+2,59+2,59+2,62+2,"CM,CDM"
1922,187498,64+2,64+2,64+2,66+2,66+2,66+2,66+2,66+2,66+2,66+2,66+2,67+2,63+2,63+2,63+2,67+2,55+2,54+2,54+2,54+2,55+2,52+2,46+2,46+2,46+2,52+2,"LM,CAM,RM"
1923,182122,62+2,62+2,62+2,64+2,64+2,64+2,64+2,64+2,63+2,63+2,63+2,65+2,63+2,63+2,63+2,65+2,66+2,64+2,64+2,64+2,66+2,67+2,66+2,66+2,66+2,67+2,LB
1924,232810,51+2,51+2,51+2,55+2,54+2,54+2,54+2,55+2,57+2,57+2,57+2,59+2,62+2,62+2,62+2,59+2,65+2,67+2,67+2,67+2,65+2,64+2,64+2,64+2,64+2,64+2,"CDM,CM"
1925,230506,66+2,66+2,66+2,67+2,66+2,66+2,66+2,67+2,62+2,62+2,62+2,63+2,53+2,53+2,53+2,63+2,48+2,41+2,41+2,41+2,48+2,45+2,37+2,37+2,37+2,45+2,"ST,LW"
1926,192617,62+2,62+2,62+2,65+2,64+2,64+2,64+2,65+2,64+2,64+2,64+2,66+2,63+2,63+2,63+2,66+2,67+2,64+2,64+2,64+2,67+2,66+2,64+2,64+2,64+2,66+2,LB
1927,239465,64+2,64+2,64+2,66+2,66+2,66+2,66+2,66+2,68+2,68+2,68+2,67+2,66+2,66+2,66+2,67+2,61+2,62+2,62+2,62+2,61+2,60+2,59+2,59+2,59+2,60+2,CM
1928,157801,64+2,64+2,64+2,65+2,65+2,65+2,65+2,65+2,65+2,65+2,65+2,66+2,66+2,66+2,66+2,66+2,67+2,68+2,68+2,68+2,67+2,67+2,67+2,67+2,67+2,67+2,CM
1929,136553,66+3,66+3,66+3,61+3,64+3,64+3,64+3,61+3,62+3,62+3,62+3,60+3,58+3,58+3,58+3,60+3,44+3,45+3,45+3,45+3,44+3,41+3,41+3,41+3,41+3,41+3,ST
1930,198011,67+2,67+2,67+2,56+2,60+2,60+2,60+2,56+2,56+2,56+2,56+2,55+2,52+2,52+2,52+2,55+2,45+2,46+2,46+2,46+2,45+2,45+2,49+2,49+2,49+2,45+2,ST
1931,239738,53+2,53+2,53+2,57+2,55+2,55+2,55+2,57+2,56+2,56+2,56+2,60+2,59+2,59+2,59+2,60+2,67+2,65+2,65+2,65+2,67+2,67+2,65+2,65+2,65+2,67+2,"LB,CB"
1932,173178,,,,,,,,,,,,,,,,,,,,,,,,,,,GK
1933,223610,63+2,63+2,63+2,68+2,67+2,67+2,67+2,68+2,67+2,67+2,67+2,67+2,61+2,61+2,61+2,67+2,51+2,47+2,47+2,47+2,51+2,47+2,39+2,39+2,39+2,47+2,"RM,LM"
