Club_no,Play_Id,Club_Team
1813169,167437,Karlsruher SC
1813170,214285,San Luis de Quillota
1813171,212237,TSV 1860 München
1813172,193804,Notts County
1813173,240908,Sivasspor
1813174,231436,West Ham United
1813175,230412,Paraná
1813176,225036,Once Caldas
1813177,184331,Livorno
1813178,171019,Cambridge United
1813179,238108,Beijing Sinobo Guoan FC
1813180,230684,Royal Excel Mouscron
1813181,207644,Sarpsborg 08 FF
1813182,181787,Shanghai Greenland Shenhua FC
1813183,243995,Villarreal CF
1813184,232731,Hokkaido Consadole Sapporo
1813185,212251,FC Würzburger Kickers
1813186,244762,OGC Nice
1813187,244250,TSV 1860 München
1813188,242714,Orlando City SC
1813189,176922,Club Atlético Aldosivi
1813190,238617,Palermo
1813191,234521,AC Horsens
1813192,229401,Doncaster Rovers
1813193,214809,Belgrano de Córdoba
1813194,214041,Envigado FC
1813195,231979,Toronto FC
1813196,228651,Perugia
1813197,188970,Örebro SK
1813198,215338,Deportivo Pasto
1813199,238633,FC Würzburger Kickers
1813200,236841,Querétaro
1813201,209961,VfL Sportfreunde Lotte
1813202,209193,SG Dynamo Dresden
1813203,187176,Incheon United FC
1813204,240680,FC Groningen
1813205,170280,Grimsby Town
1813206,234024,América FC (Minas Gerais)
1813207,197928,West Bromwich Albion
1813208,200487,SV Mattersburg
1813209,246822,Once Caldas
1813210,241190,1. FC Nürnberg
1813211,136504,Jeonbuk Hyundai Motors
1813212,240439,Hibernian
1813213,237623,Patriotas Boyacá FC
1813214,225847,Hibernian
1813215,222519,FK Haugesund
1813216,199479,SC Fortuna Köln
1813217,190518,Kristiansund BK
1813218,231222,Godoy Cruz
1813219,229686,Portimonense SC
1813220,229174,Pogoń Szczecin
1813221,225590,Club Atlético Aldosivi
1813222,212790,Le Havre AC
1813223,178485,Mansfield Town
1813224,234293,Cerezo Osaka
1813225,195124,Cambridge United
1813226,188724,Piast Gliwice
1813227,239175,Odense Boldklub
1813228,232519,Rangers FC
1813229,230983,Crotone
1813230,163143,Luton Town
1813231,188230,Neuchâtel Xamax
1813232,244806,Club Atlético Lanús
1813233,216390,Patriotas Boyacá FC
1813234,216134,Aalborg BK
1813235,213318,Cheltenham Town
1813236,210502,FC Admira Wacker Mödling
1813237,184901,Gangwon FC
1813238,180293,Jeonbuk Hyundai Motors
1813239,245573,Spartak Moscow
1813240,170309,Córdoba CF
1813241,245572,Spartak Moscow
1813242,244548,Padova
1813243,242006,Urawa Red Diamonds
1813244,241238,Stade Malherbe Caen
1813245,213334,Willem II
1813246,189013,Wisła Kraków
1813247,239189,Fortuna Düsseldorf
1813248,237397,Minnesota United FC
1813249,19541,Crawley Town
1813250,209493,Blackpool
1813251,244308,Junior FC
1813252,148564,Wisła Kraków
1813253,245331,Valencia CF
1813254,237139,Tottenham Hotspur
1813255,236883,Excelsior
1813256,235347,Scunthorpe United
1813257,230995,FC Lorient
1813258,207443,Red Star FC
1813259,225125,Lincoln City
1813260,220517,Venezia FC
1813261,213349,GFC Ajaccio
1813262,246884,Górnik Zabrze
1813263,243556,CF Rayo Majadahonda
1813264,243300,CD Nacional
1813265,171620,AFC Wimbledon
1813266,235876,Independiente Santa Fe
1813267,222308,Beijing Sinobo Guoan FC
1813268,218212,Foggia
1813269,199780,SC Fortuna Köln
1813270,237667,Al Taawoun
1813271,105827,Wisła Kraków
1813272,228707,RC Celta
1813273,236898,BSC Young Boys
1813274,221282,Luton Town
1813275,221026,Independiente Medellín
1813276,210805,Al Fayha
1813277,246388,Venezuela
1813278,239476,SKN St. Pölten
1813279,238964,SpVgg Unterhaching
1813280,235124,Tiburones Rojos de Veracruz
1813281,231540,Bury
1813282,165748,Zagłębie Lubin
1813283,209268,Swindon Town
1813284,238963,SpVgg Unterhaching
1813285,238195,Sandefjord Fotball
1813286,230515,Ceará Sporting Club
1813287,229491,Deportes Iquique
1813288,226675,Argentinos Juniors
1813289,214131,Millonarios FC
1813290,243314,Córdoba CF
1813291,242034,Club León
1813292,199812,Wycombe Wanderers
1813293,193411,FC Sion
1813294,209027,Al Faisaly
1813295,203139,Wycombe Wanderers
1813296,241538,ADO Den Haag
1813297,240258,La Berrichonne de Châteauroux
1813298,238210,Kristiansund BK
1813299,213378,SV Darmstadt 98
1813300,246145,Defensa y Justicia
1813301,161921,Zagłębie Lubin
1813302,223105,Universidad de Chile
1813303,203649,Pescara
1813304,242303,Audax Italiano
1813305,232319,Shonan Bellmare
1813306,231807,Kayserispor
1813307,199039,FC Wacker Innsbruck
1813308,232852,Nagoya Grampus
1813309,231828,Aarhus GF
1813310,212628,VfR Aalen
1813311,242835,Borussia Dortmund
1813312,224403,Belgrano de Córdoba
1813313,241042,Tottenham Hotspur
1813314,239506,Leicester City
1813315,232338,Daegu FC
1813316,232082,San Jose Earthquakes
1813317,230290,Ceará Sporting Club
1813318,241809,Al Shabab
1813319,232593,Hokkaido Consadole Sapporo
1813320,227217,Zagłębie Lubin
1813321,657,Notts County
1813322,246159,Manchester United
1813323,240783,Shrewsbury
1813324,155041,Notts County
1813325,182944,Mansfield Town
1813326,241568,River Plate
1813327,214432,Rionegro Águilas
1813328,243615,De Graafschap
1813329,229535,Audax Italiano
1813330,220831,Albacete BP
1813331,219551,Heart of Midlothian
1813332,217759,Extremadura UD
1813333,184222,Hobro IK
1813334,234654,SK Rapid Wien
1813335,223902,Lincoln City
1813336,222622,Tianjin TEDA FC
1813337,219550,Crawley Town
1813338,216478,Shrewsbury
1813339,245405,Heart of Midlothian
1813340,242608,V-Varen Nagasaki
1813341,235952,San Martín de San Juan
1813342,242351,Yokohama F. Marinos
1813343,241071,Stade de Reims
1813344,234927,Chicago Fire
1813345,209071,Al Fateh
1813346,246190,Spartak Moscow
1813347,212910,Blackpool
1813348,212398,Wisła Płock
1813349,247469,Trabzonspor
1813350,176301,FC Seoul
1813351,240045,SK Sturm Graz
1813352,237997,LA Galaxy
1813353,169645,AFC Wimbledon
1813354,216493,SC Preußen Münster
1813355,213933,SG Dynamo Dresden
1813356,245439,San Lorenzo de Almagro
1813357,243647,MKE Ankaragücü
1813358,241855,Levante UD
1813359,210367,Cheltenham Town
1813360,208831,Tranmere Rovers
1813361,205759,FC St. Gallen
1813362,182206,Bradford City
1813363,239038,Le Havre AC
1813364,231614,SpVgg Greuther Fürth
1813365,243645,Port Vale
1813366,233917,FC St. Gallen
1813367,221373,Al Hazem
1813368,229052,Antalyaspor
1813369,223676,SV Mattersburg
1813370,211900,SpVgg Unterhaching
1813371,205755,Al Hazem
1813372,217803,Club Deportes Temuco
1813373,216779,FC Thun
1813374,244938,Atlético Madrid
1813375,225738,Real Valladolid CF
1813376,212938,FK Bodø/Glimt
1813377,212682,Portsmouth
1813378,212170,Odense Boldklub
1813379,242121,V-Varen Nagasaki
1813380,239817,LOSC Lille
1813381,235465,MSV Duisburg
1813382,188872,KFC Uerdingen 05
1813383,50632,Oldham Athletic
1813384,235464,Preston North End
1813385,232136,Le Havre AC
1813386,242631,LA Galaxy
1813387,169415,Club Atlas
1813388,190169,FC Emmen
1813389,245209,PSV
1813390,207833,Portimonense SC
1813391,244952,Puebla FC
1813392,244184,CD Aves
1813393,243928,AS Béziers
1813394,206040,SV Zulte-Waregem
1813395,224470,Guangzhou Evergrande Taobao FC
1813396,216790,Plymouth Argyle
1813397,213206,New York City FC
1813398,238805,SV Wehen Wiesbaden
1813399,233173,Kawasaki Frontale
1813400,221397,RC Celta
1813401,247508,Paris Saint-Germain
1813402,175316,Hibernian
1813403,232916,Vissel Kobe
1813404,229588,Portland Timbers
1813405,138729,Aalborg BK
1813406,239592,Club León
1813407,232680,Al Fayha
1813408,224488,Bursaspor
1813409,202728,Brisbane Roar
1813410,222183,Shanghai Greenland Shenhua FC
1813411,237286,Luton Town
1813412,232166,Chicago Fire
1813413,211174,NAC Breda
1813414,228069,Club Necaxa
1813415,225253,Trabzonspor
1813416,216805,Pachuca
1813417,213221,KAS Eupen
1813418,211173,Al Raed
1813419,204773,Clermont Foot 63
1813420,203237,FC Seoul
1813421,239096,Holstein Kiel
1813422,233976,Ceará Sporting Club
1813423,225016,Carpi
1813424,241911,Ranheim Fotball
1813425,230391,América FC (Minas Gerais)
1813426,229367,Southend United
1813427,226295,Montpellier HSC
1813428,242678,San Lorenzo de Almagro
1813429,164854,Cheltenham Town
1813430,214518,Once Caldas
1813431,204790,SK Rapid Wien
1813432,177397,SV Mattersburg
1813433,227573,St. Mirren
1813434,219637,CF Rayo Majadahonda
1813435,241652,IK Start
1813436,231668,Boyacá Chicó FC
1813437,214279,Colo-Colo
1813438,220422,Al Fateh
1813439,242437,Millonarios FC
1813440,241925,1. FC Köln
1813441,238341,Le Havre AC
1813442,232453,Hokkaido Consadole Sapporo
1813443,228357,Girona FC
1813444,211717,Wellington Phoenix
1813445,186884,Newcastle Jets
1813446,246276,Atlético Madrid
1813447,245764,Valencia CF
1813448,239364,FC Red Bull Salzburg
1813449,237060,Atlético Huila
1813450,236804,Club Atlético Talleres
1813451,209668,Lecce
1813452,207620,Tranmere Rovers
1813453,222233,Jiangsu Suning FC
1813454,162072,Gillingham
1813455,245783,Rio Ave FC
1813456,243735,FC Energie Cottbus
1813457,239127,Guadalajara
1813458,223767,1. FC Kaiserslautern
1813459,221206,Örebro SK
1813460,214550,Atlético Bucaramanga
1813461,231445,Brentford
1813462,230933,NAC Breda
1813463,225813,Patriotas Boyacá FC
1813464,241172,Albacete BP
1813465,240660,Chievo Verona
1813466,239636,FC Midtjylland
1813467,193555,Korona Kielce
1813468,184851,San Jose Earthquakes
1813469,238375,Bolivia
1813470,237863,Heart of Midlothian
1813471,226855,Curicó Unido
1813472,182822,La Berrichonne de Châteauroux
1813473,239142,Albacete BP
1813474,230438,Atlético Paranaense
1813475,223014,Vejle Boldklub
1813476,200742,Blackpool
1813477,244005,CA Osasuna
1813478,239909,SG Sonnenhof Großaspach
1813479,224805,Livorno
1813480,213797,Rochdale
1813481,243748,FC Energie Cottbus
1813482,242212,Port Vale
1813483,239908,SG Sonnenhof Großaspach
1813484,234276,Jeonnam Dragons
1813485,233508,Bolivia
1813486,224311,Aalborg BK
1813487,224055,Shanghai Greenland Shenhua FC
1813488,202551,Kristiansund BK
1813489,192566,Eintracht Braunschweig
1813490,238902,Al Fayha
1813491,236342,Adelaide United
1813492,233782,Everton
1813493,229942,Stade de Reims
1813494,224054,Guangzhou R&F FC
1813495,235573,Heart of Midlothian
1813496,214325,Boyacá Chicó FC
1813497,205877,Milton Keynes Dons
1813498,224308,Beşiktaş JK
1813499,203316,Bristol Rovers
1813500,221235,Independiente Medellín
1813501,199475,FC Hansa Rostock
1813502,241993,1. FC Heidenheim 1846
1813503,174665,Zagłębie Sosnowiec
1813504,233033,Patronato
1813505,231753,La Berrichonne de Châteauroux
1813506,228681,Parma
1813507,214345,Alianza Petrolera
1813508,210249,Hobro IK
1813509,239432,SCR Altach
1813510,215112,Club Necaxa
1813511,202312,Lincoln City
1813512,165447,IK Start
1813513,221767,Karlsruher SC
1813514,237382,Pescara
1813515,230214,Santos
1813516,236869,Yeni Malatyaspor
1813517,223557,Racing Club de Lens
1813518,244570,Club América
1813519,237658,Girona FC
1813520,236890,PEC Zwolle
1813521,226650,FC Seoul
1813522,199770,FC Wacker Innsbruck
1813523,242265,Southampton
1813524,232793,Nagoya Grampus
1813525,238680,SG Sonnenhof Großaspach
1813526,235608,Al Batin
1813527,170072,Swindon Town
1813528,27480,NAC Breda
1813529,214104,Atlético Bucaramanga
1813530,221270,Red Star FC
1813531,210006,Wisła Płock
1813532,209750,Doncaster Rovers
1813533,181845,Shandong Luneng TaiShan FC
1813534,165738,Carlisle United
1813535,224874,Strømsgodset IF
1813536,247145,Panathinaikos FC
1813537,217193,Chicago Fire
1813538,215657,Vejle Boldklub
1813539,205161,Southend United
1813540,191848,Al Nassr
1813541,190056,Tiburones Rojos de Veracruz
1813542,244072,Eintracht Braunschweig
1813543,243560,CF Rayo Majadahonda
1813544,235368,Lobos BUAP
1813545,228456,CA Osasuna
1813546,245351,Club Atlético Huracán
1813547,242535,Wolfsberger AC
1813548,234087,Barnsley
1813549,217191,Plymouth Argyle
1813550,182398,Chongqing Dangdai Lifan FC SWM Team
1813551,241534,Cork City
1813552,174206,Newcastle Jets
1813553,230270,Paraná
1813554,170877,Plymouth Argyle
1813555,241020,Envigado FC
1813556,223868,SK Sturm Graz
1813557,220540,Bolivia
1813558,236667,Club Atlético Aldosivi
1813559,238203,Tromsø IL
1813560,244602,FC Utrecht
1813561,243322,Daegu FC
1813562,225146,Yeovil Town
1813563,199801,Eintracht Braunschweig
1813564,200312,Cheltenham Town
1813565,237943,Walsall
1813566,229515,Wisła Płock
1813567,225419,La Equidad
1813568,199307,SV Mattersburg
1813569,242314,Trelleborgs FF
1813570,238986,SCR Altach
1813571,211594,NAC Breda
1813572,209546,Jaguares de Córdoba
1813573,217225,India
1813574,208009,GFC Ajaccio
1813575,243080,Atlético Madrid
1813576,222600,Incheon United FC
1813577,134792,Northampton Town
1813578,246407,Bolivia
1813579,245639,US Salernitana 1919
1813580,240007,VfR Aalen
1813581,231303,Shamrock Rovers
1813582,244636,Junior FC
1813583,231836,IF Elfsborg
1813584,225948,IFK Norrköping
1813585,240027,SSV Jahn Regensburg
1813586,238235,Stabæk Fotball
1813587,235931,Bursaspor
1813588,227995,Bristol City
1813589,224667,Henan Jianye FC
1813590,192154,Crawley Town
1813591,241050,VfB Stuttgart
1813592,148634,KSV Cercle Brugge
1813593,191897,Gangwon FC
1813594,228249,Al Fateh
1813595,220057,Southend United
1813596,244120,Red Star FC
1813597,172952,Swindon Town
1813598,198057,Motherwell
1813599,234152,Valencia CF
1813600,232360,US Orléans Loiret Football
1813601,216744,Scunthorpe United
1813602,180903,Bury
1813603,243111,Chicago Fire
1813604,240807,Hibernian
1813605,231847,Antalyaspor
1813606,221351,SG Sonnenhof Großaspach
1813607,203175,Coventry City
1813608,240550,Fenerbahçe SK
1813609,173734,Lincoln City
1813610,222118,Tianjin Quanjian FC
1813611,210854,Al Qadisiyah
1813612,194725,VfL Sportfreunde Lotte
1813613,213413,Swindon Town
1813614,189109,Sydney FC
1813615,186549,Patriotas Boyacá FC
1813616,237749,Hokkaido Consadole Sapporo
1813617,235957,AS Monaco
1813618,225205,Cerezo Osaka
1813619,204725,Gyeongnam FC
1813620,232372,Shonan Bellmare
1813621,218292,Chamois Niortais Football Club
1813622,120243,Benevento
1813623,244915,Real Valladolid CF
1813624,237747,Hokkaido Consadole Sapporo
1813625,169907,Crewe Alexandra
1813626,224691,Tianjin Quanjian FC
1813627,222387,Hibernian
1813628,205747,Nîmes Olympique
1813629,238514,Godoy Cruz
1813630,234162,SpVgg Greuther Fürth
1813631,213959,IK Sirius
1813632,209607,Venezia FC
1813633,206535,Forest Green Rovers
1813634,182470,Dalian YiFang FC
1813635,243142,AIK
1813636,232646,Club Atlético Banfield
1813637,216518,TSV 1860 München
1813638,207558,Örebro SK
1813639,241349,Jiangsu Suning FC
1813640,241093,SCR Altach
1813641,240837,Sivasspor
1813642,101317,SC Paderborn 07
1813643,216773,Stabæk Fotball
1813644,213189,Ulsan Hyundai FC
1813645,211141,Al Fayha
1813646,242116,FC Lorient
1813647,235222,Excelsior
1813648,235221,Guangzhou Evergrande Taobao FC
1813649,228309,UD Almería
1813650,221141,Coventry City
1813651,245716,KAS Eupen
1813652,209364,Melbourne Victory
1813653,244947,San Martin de Tucumán
1813654,241619,Jiangsu Suning FC
1813655,238803,FC Erzgebirge Aue
1813656,224211,Sint-Truidense VV
1813657,150995,Lokomotiv Moscow
1813658,214739,CD Everton de Viña del Mar
1813659,192466,Adelaide United
1813660,244434,TSV Hartberg
1813661,177618,Bradford City
1813662,239826,FSV Zwickau
1813663,226791,Southend United
1813664,218343,Barnsley
1813665,243430,Getafe CF
1813666,239078,SpVgg Unterhaching
1813667,231910,Sangju Sangmu FC
1813668,242661,Al Qadisiyah
1813669,239077,SpVgg Unterhaching
1813670,233445,Stabæk Fotball
1813671,228325,GIF Sundsvall
1813672,198373,Livingston FC
1813673,244708,1. FC Nürnberg
1813674,243172,Hellas Verona
1813675,172516,Aarhus GF
1813676,200676,Beijing Renhe FC
1813677,199908,Korona Kielce
1813678,246755,Santos Laguna
1813679,187363,Tiburones Rojos de Veracruz
1813680,245750,FC St. Pauli
1813681,232950,Shonan Bellmare
1813682,244213,Piast Gliwice
1813683,176373,Gyeongnam FC
1813684,193524,Foggia
1813685,244724,SC Heerenveen
1813686,243700,Vendsyssel FF
1813687,240372,San Martin de Tucumán
1813688,208372,Kalmar FF
1813689,245235,SønderjyskE
1813690,229107,Royal Excel Mouscron
1813691,202995,Pohang Steelers
1813692,244210,Real Oviedo
1813693,238578,Pohang Steelers
1813694,169714,Perth Glory
1813695,226546,Godoy Cruz
1813696,192008,Shandong Luneng TaiShan FC
1813697,245256,Deportes Tolima
1813698,239624,Deportivo Toluca
1813699,222472,AIK
1813700,246279,UD Almería
1813701,242183,TSG 1899 Hoffenheim
1813702,225543,Burton Albion
1813703,213767,Accrington Stanley
1813704,246790,FC Nantes
1813705,236038,New York Red Bulls
1813706,229638,Çaykur Rizespor
1813707,226822,Colchester United
1813708,223750,SpVgg Greuther Fürth
1813709,240901,Royal Excel Mouscron
1813710,237317,FC Lugano
1813711,220677,Bristol City
1813712,246044,Córdoba CF
1813713,243996,Extremadura UD
1813714,208156,Carpi
1813715,211739,Sivasspor
1813716,242458,FC Midtjylland
1813717,240410,San Martin de Tucumán
1813718,246809,Real Zaragoza
1813719,240921,Stabæk Fotball
1813720,238105,Shanghai Greenland Shenhua FC
1813721,232985,Gyeongnam FC
1813722,228889,Central Coast Mariners
1813723,225561,KFC Uerdingen 05
1813724,203289,Blackpool
1813725,238616,Lazio
1813726,236824,Feyenoord
1813727,218392,Club Deportes Temuco
1813728,234803,Yeovil Town
1813729,243762,San Martin de Tucumán
1813730,225586,Newport County
1813731,216114,Vålerenga Fotball
1813732,153137,Miedź Legnica
1813733,232752,Vegalta Sendai
1813734,211760,FC Energie Cottbus
1813735,203312,Portsmouth
1813736,189231,IF Brommapojkarna
1813737,237359,IK Sirius
1813738,215343,Godoy Cruz
1813739,194094,FC Carl Zeiss Jena
1813740,183342,SC Preußen Münster
1813741,242734,Minnesota United FC
1813742,237102,Pohang Steelers
1813743,234286,La Equidad
1813744,216110,Zagłębie Sosnowiec
1813745,244034,VfB Stuttgart
1813746,243778,TSV 1860 München
1813747,242242,Paris Saint-Germain
1813748,208194,Sangju Sangmu FC
1813749,246081,Independiente Medellín
1813750,235841,FC St. Gallen
1813751,213569,Crewe Alexandra
1813752,246848,GFC Ajaccio
1813753,233280,Sangju Sangmu FC
1813754,231232,Tiburones Rojos de Veracruz
1813755,225600,Al Ittihad
1813756,212800,Gyeongnam FC
1813757,244543,Montpellier HSC
1813758,246078,FC Utrecht
1813759,231486,Al Hazem
1813760,215102,Deportes Iquique
1813761,232023,HJK Helsinki
1813762,225623,Stevenage
1813763,224855,Swansea City
1813764,237654,Envigado FC
1813765,222294,Shanghai Greenland Shenhua FC
1813766,236629,La Berrichonne de Châteauroux
1813767,184148,FC Carl Zeiss Jena
1813768,242260,Rosenborg BK
1813769,225364,Burton Albion
1813770,242003,Waasland-Beveren
1813771,236627,Hertha BSC
1813772,228691,Al Qadisiyah
1813773,246866,Clube Sport Marítimo
1813774,242002,Vélez Sarsfield
1813775,220498,Padova
1813776,212818,Pohang Steelers
1813777,208999,St. Johnstone FC
1813778,205159,Cheltenham Town
1813779,182374,Changchun Yatai FC
1813780,228454,Sandefjord Fotball
1813781,211814,FC Carl Zeiss Jena
1813782,247397,Envigado FC
1813783,240997,Rayo Vallecano
1813784,213093,Central Coast Mariners
1813785,200549,Gyeongnam FC
1813786,194148,Newport County
1813787,244836,Venezia FC
1813788,242019,Unión de Santa Fe
