player_name,value_euro,predicted_value_euro,age,sliding_tackle,agility,short_passing,interceptions,jumping,positioning,curve,crossing,freekick_accuracy
J. Perbet,"1,500,000","5,326,388",34,15,63,63,24,58,83,61,39,36
A. Callens,"2,500,000","203,324",26,76,72,69,71,74,25,28,23,26
Adriano Facchini,"550,000","953,638",35,10,32,28,22,73,16,13,11,12
Carraça,"2,500,000","627,854",26,68,73,73,72,79,60,68,70,69
A. Rojas,"1,799,999","866,642",33,57,68,69,66,71,72,70,72,65
D. Lenihan,"2,599,999","407,858",24,73,60,62,72,73,47,37,50,37
B. McKay,"3,200,000","1,470,182",24,39,91,69,49,58,66,63,65,65
N. Ghilas,"2,399,999","83,323",28,26,59,64,42,66,68,66,60,52
Y. Kashiwa,"2,200,000","631,918",31,34,92,66,32,84,65,59,68,40
D. Damjanović,"849,999","586,279",37,23,37,68,35,73,73,63,61,66
F. Sammaritano,"1,799,999","426,782",32,12,72,73,33,31,72,80,61,71
V. Fiorillo,"1,699,999","760,379",29,10,46,28,15,72,10,9,8,4
R. Keogh,"1,600,000","212,045",32,71,47,70,69,72,50,33,52,30
Bressan,"2,500,000","179,853",26,69,63,63,74,80,32,28,33,52
E. Başsan,"2,800,000","12,539,911",26,23,79,70,21,71,64,72,71,72
J. Quiñones,"3,899,999","627,261",21,18,80,66,23,65,70,59,55,42
A. Soto,"2,599,999","724,393",25,73,71,64,66,73,41,71,68,60
H. Novillo,"2,500,000","411,183",27,33,90,61,24,91,69,67,65,63
C. Brunt,"1,400,000","291,064",34,63,62,73,61,67,63,86,84,76
D. McGoldrick,"2,300,000","1,050,194",31,19,74,70,25,67,71,68,63,69
K. Letica,"2,599,999","470,575",22,12,31,29,11,47,6,13,13,12
L. Reyes,"2,200,000","1,540,337",27,68,72,68,65,70,56,50,73,46
L. Zingerle,"2,200,000","112,569",24,10,31,19,11,64,8,11,11,12
F. Müller,"3,699,999","713,587",21,12,42,32,19,56,11,13,12,12
R. Tesche,"1,600,000","1,797,480",31,65,65,72,69,80,65,67,68,65
U. Emanuelson,"1,799,999","1,371,168",32,69,85,70,72,71,70,79,72,70
J. Abella,"2,599,999","274,610",25,72,68,69,69,66,63,55,67,44
T. Kleindienst,"3,200,000","880,288",23,22,60,60,26,76,71,54,50,39
M. Yumlu,"1,799,999","255,829",31,67,46,62,69,68,26,22,22,24
M. Matip,"1,400,000","1,006,818",33,64,65,59,70,82,41,42,49,47
S. Prevljak,"3,200,000","665,432",23,12,70,63,16,69,74,48,62,40
D. von Ballmoos,"2,599,999","300,710",24,15,45,31,26,66,16,19,16,13
A. Nwakaeme,"2,300,000","173,996",29,34,76,68,13,71,73,47,56,29
D. Silva,"1,999,999","928,923",32,61,72,71,53,69,69,66,65,66
I. Oblyakov,"3,899,999","63,799",20,52,77,73,56,62,70,72,73,67
M. Fraga,"1,500,000","258,367",31,15,51,52,13,74,10,13,13,10
B. Başaçıkoğlu,"3,200,000","350,203",23,48,90,64,42,91,64,77,61,66
C. Bryson,"1,999,999","434,016",32,60,77,73,70,74,70,67,55,63
D. Andrade,"1,999,999","1,135,187",28,70,75,64,68,70,55,30,70,30
E. Andersen,"2,800,000","14,524,914",26,38,81,72,31,71,69,74,71,74
H. Dean,"2,399,999","447,099",27,66,57,64,66,83,32,26,17,32
Edu Machado,"1,900,000","1,466,850",28,75,72,57,69,72,58,64,63,38
E. Aguirre,"4,099,999","297,506",22,60,78,72,67,68,60,45,70,41
N. Leiva,"3,499,999","732,345",22,17,77,68,32,68,69,71,67,61
Tiago,"2,900,000","1,580,716",26,32,71,73,48,72,73,80,73,70
K. Musona,"2,399,999","561,532",28,35,88,67,25,80,70,69,65,67
A. Gonçalves,"1,799,999","3,812,326",33,68,72,74,63,82,65,57,57,66
Torrejón,"1,400,000","107,446",33,71,50,60,71,55,29,43,42,52
C. Pinares,"2,700,000","581,672",27,35,84,67,57,57,73,74,60,73
R. Pucino,"2,200,000","273,573",27,73,81,68,68,67,42,45,70,58
P. Barrera,"2,099,999","682,570",31,37,76,68,48,68,68,67,70,64
Nascimentardo,"2,200,000","2,312,972",31,37,74,72,42,46,64,74,76,75
Heltinho Melo,"1,199,999","1,387,642",35,49,78,68,58,69,74,73,76,74
B. Koita,"2,500,000","168,364",28,19,69,63,27,62,70,50,62,42
Canella,"1,699,999","847,421",31,65,71,69,76,77,49,70,73,58
K. Lee,"2,200,000","161,356",30,64,65,74,64,72,69,63,67,27
R. Mphahlele,"1,900,000","105,553",29,73,59,64,69,63,59,45,68,42
K. Müller,"1,799,999","80,994",27,10,48,21,20,67,11,13,12,16
J. Cuero,"2,200,000","6,805,561",30,35,86,65,50,69,67,56,68,29
J. Wallace,"3,000,000","1,887,661",24,43,74,68,40,68,64,67,73,60
J. Sánchez,"1,900,000","229,351",29,74,81,70,66,74,63,60,72,52
S. Guirassy,"3,499,999","508,244",22,34,68,66,29,73,71,56,54,67
L. Agbenyenu,"3,000,000","307,214",22,68,77,66,66,86,63,58,66,22
J. Harrison,"3,699,999","26,444,514",22,48,80,66,36,61,68,69,67,56
S. Schwab,"2,200,000","1,088,232",28,65,65,71,63,66,62,65,67,60
D. Burn,"2,399,999","1,009,792",26,69,31,59,67,55,37,48,43,46
M. Correia,"1,799,999","925,920",29,66,63,68,72,79,42,48,63,33
Marlion Rolim,"2,500,000","793,762",27,46,72,68,65,44,74,62,58,41
S. Michel,"2,500,000","1,044,071",28,22,77,64,20,73,71,66,63,59
P. Olkowski,"1,900,000","38,083",29,67,73,68,66,61,64,53,68,36
G. Loria,"1,400,000","1,030,693",33,24,53,36,22,68,11,25,26,17
Javi Castellano,"1,799,999","240,416",31,68,62,76,74,50,39,43,49,40
M. Fouzair,"2,500,000","138,602",27,22,74,68,25,51,65,66,64,67
C. Yambéré,"2,300,000","2,719,979",28,66,34,66,67,74,50,28,30,28
B. Sanneh,"2,800,000","2,758,583",24,66,68,59,66,81,54,27,36,29
H. Reed,"2,800,000","177,089",24,68,76,74,71,59,60,63,71,61
Fernando,"5,000,000","319,429",20,29,79,66,18,43,65,64,62,38
S. Plavšić,"3,200,000","258,575",23,22,89,67,27,84,66,71,67,64
J. Morrison,"1,799,999","412,164",32,65,66,74,59,51,67,64,76,60
D. Machado,"2,599,999","4,296,791",25,68,73,69,65,81,68,38,69,32
P. Díaz,"2,800,000","310,350",24,73,64,66,71,85,51,39,68,41
A. Khalili,"2,900,000","531,602",26,54,67,72,70,58,58,70,63,76
K. Kerschbaumer,"2,700,000","97,915",26,54,72,74,65,66,68,58,59,63
S. Medojević,"1,999,999","677,613",28,69,66,67,70,70,56,44,58,43
G. Berardi,"1,799,999","631,970",30,69,71,65,72,84,56,54,61,42
Thiago Santana,"2,900,000","217,921",26,13,67,67,20,73,72,64,40,43
M. Maloča,"1,799,999","3,905,919",29,66,61,52,69,74,25,13,49,36
Negueba,"2,800,000","4,294,596",26,21,87,68,43,73,62,61,66,53
S. Malone,"2,200,000","603,510",27,69,70,67,71,71,64,40,75,63
J. Cooper,"2,599,999","3,026,412",24,70,43,57,70,77,33,27,27,28
H. Abe,"2,399,999","4,056,590",29,24,79,68,31,36,70,41,67,34
Raúl Lizoain,"1,799,999","3,480,370",28,13,67,15,20,70,14,13,11,16
K. Lafferty,"2,300,000","507,978",31,38,63,63,17,80,68,57,57,75
Wiliam Santinho,"949,999","240,769",35,12,21,20,28,62,23,8,8,17
T. Beugelsdijk,"1,999,999","257,577",28,70,34,60,65,72,36,35,31,30
F. Gulbrandsen,"2,900,000","257,462",26,19,85,69,43,84,66,68,58,53
L. Bruins,"2,099,999","119,171",32,55,70,72,62,73,70,73,71,75
R. Oshima,"2,399,999","509,050",26,56,84,75,72,75,66,76,63,61
Álvaro,"2,800,000","2,742,347",27,25,69,62,33,73,73,63,59,54
M. Al Buraik,"2,399,999","521,090",26,69,65,66,63,77,72,67,76,67
Raphael Rossi,"2,200,000","123,783",28,69,52,58,72,76,39,37,38,22
G. Litteri,"2,300,000","5,755,201",30,12,67,60,17,85,70,61,28,59
M. Rodríguez,"1,299,999","568,372",32,72,72,66,68,60,73,51,69,53
C. Gülselam,"1,799,999","727,295",31,70,54,68,74,48,48,22,40,66
M. Le Bihan,"2,399,999","3,188,952",28,39,68,55,56,78,77,50,56,59
R. Bajić,"3,200,000","180,094",24,16,69,64,18,44,76,65,45,68
F. Navarro,"1,799,999","191,087",29,72,79,67,69,89,65,60,68,57
B. Drągowski,"3,200,000","495,731",21,16,33,35,21,57,15,12,19,20
D. Bentley,"2,300,000","2,607,489",25,13,51,44,22,74,12,12,18,12
Juninho,"2,300,000","1,634,272",30,65,75,77,69,69,66,70,70,71
Kadu,"1,600,000","1,025,693",32,72,66,59,74,76,31,27,28,37
Rafa Mir,"4,099,999","670,997",21,35,63,62,39,75,69,59,64,41
M. Autret,"2,500,000","194,228",28,40,76,72,53,50,66,63,67,62
A. Diomande,"2,399,999","13,416,699",29,16,78,56,33,83,68,56,45,35
B. Jeannot,"2,800,000","127,752",27,19,71,64,31,68,73,50,50,49
Z. Kuzmanović,"2,200,000","725,230",31,69,52,70,72,68,60,65,63,68
D. Lemos,"1,799,999","4,250,390",30,74,66,64,73,77,50,60,56,53
D. Barbona,"3,200,000","981,724",24,38,76,67,26,69,67,60,69,62
F. Erpen,"550,000","518,828",35,69,43,62,68,76,23,39,53,49
S. Andersson,"2,800,000","2,569,475",27,20,57,60,22,62,76,38,28,42
M. Hector,"2,500,000","333,876",26,67,54,62,68,67,49,32,35,30
G. Molins,"2,399,999","81,036",30,37,67,68,33,34,74,65,63,60
L. Jutkiewicz,"2,399,999","364,954",29,26,55,59,33,83,72,53,58,52
Silvosinho,"675,000","21,749,525",35,76,60,69,62,69,51,43,75,68
K. Balanta,"3,800,000","553,978",21,57,73,69,66,78,60,36,38,37
V. Muriqi,"3,299,999","1,399,220",24,22,49,64,18,54,74,58,35,30
F. Márquez,"2,300,000","296,373",31,32,72,68,23,80,65,41,41,33
H. Van Der Bruggen,"2,900,000","233,569",25,63,69,72,71,58,68,68,67,65
L. Nielsen,"1,799,999","171,998",31,66,62,59,68,81,38,49,54,41
A. Mac Allister,"5,000,000","698,558",20,51,68,73,45,63,72,69,69,75
Jonas,"2,300,000","546,822",27,68,54,74,77,70,37,48,46,49
Defendi,"1,400,000","471,260",32,62,49,59,73,56,32,28,32,36
L. Quintana,"2,500,000","611,751",27,72,64,64,67,87,27,24,40,42
Dorca,"550,000","1,167,637",36,59,64,69,74,70,51,46,67,41
E. Prib,"2,399,999","612,143",29,66,68,72,66,71,69,71,73,68
Yeom Ki Hun,"999,999","578,448",35,22,69,73,63,67,75,77,74,78
Bremer,"3,200,000","232,781",21,69,62,66,70,75,28,28,34,20
Rodrigo,"2,399,999","697,489",26,68,74,69,69,63,50,71,71,70
J. Attamah,"2,500,000","610,456",24,69,58,69,70,78,32,36,33,32
Álvaro Lemos,"2,399,999","6,971,366",25,67,74,67,68,74,63,65,70,55
J. Meram,"2,300,000","270,622",30,59,87,70,61,63,70,78,66,66
Renato Neto,"2,700,000","187,767",27,65,53,74,72,48,72,63,68,66
Alexandre Guedes,"3,200,000","6,007,208",25,15,68,68,14,73,72,45,58,27
E. García,"1,900,000","239,572",29,66,88,65,82,75,53,64,66,58
A. Ateef,"2,500,000","326,410",26,58,62,75,69,72,74,55,70,53
N. Bitton,"2,300,000","130,687,275",27,70,50,72,71,62,48,43,50,48
S. Thern,"2,800,000","1,386,903",26,61,76,72,66,36,64,74,54,59
N. Katić,"3,599,999","769,468",22,73,57,60,68,76,28,27,29,26
O. Haddadi,"2,300,000","1,233,835",27,75,55,69,71,65,55,55,68,34
H. Choudhury,"3,200,000","706,500",21,74,70,73,72,69,51,47,43,51
M. Jedinák,"949,999","329,174",34,66,47,66,76,57,52,59,59,75
D. Benlamri,"2,200,000","106,626",29,65,51,69,63,78,36,25,45,27
S. Palacios,"2,500,000","368,612",27,34,92,65,47,73,70,62,62,45
M. Al Owais,"1,999,999","297,931",27,13,37,25,24,74,10,16,14,16
O. Rashid,"2,500,000","2,185,377",27,32,72,74,58,54,63,80,66,77
G. Thorne,"2,599,999","1,781,971",26,67,57,74,66,64,55,56,59,51
A. Pešić,"2,200,000","7,496,865",26,46,62,71,30,74,71,56,58,55
S. Berahino,"2,399,999","1,780,451",25,23,64,62,33,55,70,62,47,61
R. Bianco,"1,600,000","995,637",31,64,76,74,69,70,63,69,56,69
N. Sarenren Bazee,"2,599,999","361,100",22,29,79,68,31,66,62,64,70,42
J. Böðvarsson,"2,200,000","14,981,424",26,36,62,63,22,66,70,63,59,56
C. De Norre,"2,800,000","1,707,071",22,71,71,70,68,80,72,70,70,47
S. Maguire,"3,399,999","281,222",24,22,88,58,28,70,73,36,48,33
L. Lollo,"2,399,999","688,605",28,55,74,73,59,78,69,69,69,59
Luso,"949,999","224,191",34,70,75,69,74,80,57,61,62,60
A. Kolomeytsev,"1,799,999","12,954,508",30,58,62,77,69,70,64,47,63,67
J. Siebenhandl,"1,900,000","839,679",29,23,61,31,22,80,13,21,13,10
S. Downing,"1,400,000","2,535,784",34,36,72,73,42,42,70,80,74,72
O. Pérez,"159,999","1,379,447",46,11,69,26,12,85,12,12,19,20
P. Klingmann,"1,699,999","183,979",30,70,63,70,70,71,55,51,72,62
L. Mancuso,"2,800,000","2,639,815",26,20,80,67,36,64,72,58,65,41
Eguaras,"2,500,000","155,597",27,67,59,74,67,75,67,70,65,58
G. Makaridze,"1,500,000","2,380,834",28,13,39,14,17,55,15,15,10,17
S. Sam,"1,699,999","81,989",31,29,81,67,39,70,73,71,69,68
Lucas Possignolo,"2,099,999","118,540",24,71,60,64,65,90,20,28,29,25
Edson Farias,"1,900,000","543,728",27,66,77,63,63,35,67,69,64,40
G. Campi,"1,699,999","526,036",27,72,32,69,73,30,65,35,45,35
A. Hutton,"675,000","224,808",34,73,62,61,67,73,63,64,67,53
Braga,"750,000","132,044",35,38,62,75,54,56,71,70,72,61
C. Ganea,"1,799,999","2,514,172",26,76,79,62,70,58,56,65,65,76
E. Burgos,"1,799,999","16,777,147",27,68,54,58,72,48,32,33,32,26
S. Janko,"1,900,000","591,710",23,68,77,64,67,68,51,43,66,37
L. Pasciuti,"1,799,999","482,479",29,57,86,68,53,63,68,69,68,53
J. Cavalli,"599,999","82,025",37,41,81,71,45,50,65,59,70,65
B. Berisha,"1,400,000","620,192",33,12,68,66,42,77,70,60,56,46
T. Martínez,"2,700,000","167,845",24,36,82,71,33,63,68,66,62,59
H. Mendyl,"3,000,000","708,476",21,66,69,64,73,60,62,57,62,38
Alberto Benito,"1,799,999","1,035,663",26,72,73,62,63,64,59,58,69,49
G. Varela,"1,999,999","358,332",25,72,76,63,66,72,49,63,63,43
S. Lundevall,"1,699,999","326,651",30,40,80,64,37,58,64,67,67,68
J. Rodríguez,"2,099,999","1,445,513",23,67,58,65,67,83,44,23,35,26
M. Azira,"1,299,999","1,959,112",31,61,71,73,70,71,49,49,53,48
Ortuño,"1,900,000","908,103",28,15,59,58,29,63,75,68,49,53
T. Bašić,"2,700,000","7,444,886",22,69,58,74,61,60,68,49,59,62
F. Amuzu,"3,699,999","4,785,900",19,46,86,66,22,90,66,63,65,47
Bismark,"2,200,000","5,924,374",25,35,83,61,37,55,67,67,57,66
J. Adéoti,"1,400,000","113,605",29,63,53,67,71,69,60,39,67,30
William,"1,500,000","297,469",32,57,72,71,68,68,64,62,62,59
J. Garner,"1,699,999","3,699,730",30,38,74,58,36,91,71,49,49,43
M. Matos,"824,999","1,498,267",36,27,56,64,25,88,78,68,47,53
C. Şahin,"2,300,000","268,942",24,26,91,60,28,61,62,73,58,70
E. Özbir,"1,400,000","269,133",29,19,29,22,13,58,12,18,24,19
Javi Ros,"1,799,999","1,176,713",29,70,75,73,63,66,66,72,57,67
K. Leerdam,"1,400,000","7,669,665",28,67,72,69,63,86,68,59,64,52
M. Silvestri,"1,199,999","979,919",28,16,65,22,11,74,14,16,12,11
S. Ujkani,"1,199,999","2,735,739",30,10,55,36,10,79,10,11,12,14
Victor Fachinhas,"725,000","3,558,158",35,9,39,20,13,77,13,9,11,23
Núrio,"1,999,999","4,329,075",23,66,76,67,63,80,67,62,73,34
S. Marinos,"1,299,999","1,045,427",31,69,69,67,72,68,43,31,67,41
G. Leadbitter,"999,999","225,206",33,65,64,73,65,81,64,67,70,68
S. Pocognoli,"1,299,999","656,048",31,69,67,66,67,72,67,73,76,69
K. Hämäläinen,"1,600,000","1,137,946",32,46,72,70,52,66,75,65,59,34
Y. Moreno,"2,700,000","134,766",23,23,73,67,28,62,68,58,62,49
P. Helland,"1,799,999","248,777",29,49,73,68,48,51,70,71,72,71
M. Pedersen,"1,799,999","151,895",28,36,72,55,36,79,74,64,57,59
Casadesús,"1,100,000","1,154,314",34,32,65,73,34,80,74,65,64,63
J. Archer,"1,600,000","1,820,019",25,14,50,30,16,61,11,20,15,13
P. Sagna,"1,500,000","233,976",28,70,67,68,70,76,56,67,72,58
J. Menéndez,"2,399,999","1,603,131",25,29,90,63,33,70,68,64,59,47
Y. Kashiwagi,"1,600,000","9,205,315",31,45,61,75,49,54,68,74,68,77
Lucas Áfrico,"1,999,999","2,611,622",24,65,36,60,62,65,34,56,59,58
N. Mihajlović,"2,399,999","41,004",23,27,75,65,20,32,65,66,66,47
S. Breitkreuz,"1,799,999","2,238,513",27,71,61,55,64,80,48,33,40,35
D. Delgado,"2,099,999","271,897",26,67,67,65,63,75,64,53,71,26
S. Johnson,"1,400,000","273,793",29,15,44,34,18,71,13,13,13,19
Ferro,"2,399,999","1,836,323",21,64,46,66,68,69,26,33,30,27
C. Bieler,"924,999","1,464,923",35,23,75,56,20,75,75,62,56,52
M. Hefele,"1,699,999","138,478",28,65,31,65,64,69,54,21,38,39
D. Blum,"1,900,000","227,143",28,23,75,61,28,56,67,75,68,71
U. Uçar,"1,199,999","507,311",31,71,64,69,68,68,62,56,64,51
N. Paz,"1,999,999","783,967",26,70,35,56,70,33,49,48,58,36
Bernardo,"2,099,999","699,529",25,61,59,69,66,76,33,41,26,37
M. Gori,"2,099,999","198,667",26,64,77,74,70,48,65,49,47,40
R. Robayo,"874,999","1,532,171",34,62,62,73,65,63,62,59,64,49
A. Totovytskyi,"2,200,000","8,784,065",26,38,62,71,39,65,69,69,66,70
O. Hüsing,"1,900,000","6,622,567",26,65,42,56,60,63,28,29,37,30
A. Seculin,"1,400,000","3,260,820",28,12,43,29,10,41,11,12,13,12
Marco Sangalli,"1,900,000","2,678,982",27,42,80,68,48,56,68,64,63,40
M. Danielson,"1,600,000","444,382",29,70,46,55,68,33,28,26,32,19
Kim Young Gwon,"1,600,000","1,635,863",29,68,62,70,70,74,52,61,65,58
M. Barbieri,"2,099,999","1,519,941",25,68,57,50,66,94,39,32,28,32
G. Belaud,"1,199,999","462,609",32,72,73,69,66,74,61,67,68,66
Ricardo Ferreira,"1,400,000","2,115,110",29,10,44,32,17,63,13,14,13,17
K. Barbarouses,"1,799,999","327,271",29,22,92,66,38,61,70,66,62,42
J. Rodríguez,"2,099,999","1,731,527",22,70,70,76,68,64,55,47,55,44
C. Battocchio,"2,099,999","10,548,752",27,59,83,71,57,73,55,63,61,54
W. Grigg,"2,099,999","556,401",27,20,71,59,22,72,73,39,31,50
M. Coutadeur,"999,999","869,673",32,59,82,74,62,70,71,80,51,68
R. Petretta,"2,800,000","403,192",21,67,76,66,61,67,59,32,70,29
S. De Ridder,"1,600,000","659,929",32,33,80,69,29,70,68,72,65,64
Macarinho Louro,"1,699,999","728,149",31,26,83,71,26,51,59,55,77,56
B. Meling,"1,999,999","758,394",24,68,82,64,67,79,65,62,68,55
N. Obiora,"1,699,999","275,181",27,63,66,70,65,84,56,39,35,43
Puertas,"1,900,000","1,801,073",27,24,72,64,35,69,67,62,68,45
A. Saldívar,"1,199,999","1,481,623",29,13,62,27,25,75,16,11,15,15
Y. Wissa,"3,200,000","327,602",22,17,81,61,10,70,69,43,63,42
R. Ovelar,"1,400,000","202,792",33,23,63,67,23,78,75,54,58,60
D. Dessena,"1,500,000","364,279",31,76,71,69,74,67,68,66,66,64
N. Al Shamrani,"924,999","6,638,927",35,30,74,58,43,90,76,61,55,46
Sílvio,"1,299,999","902,675",31,73,70,69,68,77,59,72,71,44
M. Bolados,"2,500,000","635,558",23,59,74,70,59,56,67,56,67,47
Diogildo Peixe,"1,699,999","754,158",31,23,83,67,34,54,61,45,71,55
S. Griesbeck,"1,500,000","133,567",28,71,56,67,67,55,46,40,52,41
L. García,"1,699,999","840,861",26,17,32,31,30,70,18,15,17,20
J. Brabec,"1,900,000","900,263",26,69,61,61,66,54,52,39,54,29
Nenê,"924,999","1,302,470",35,22,63,65,20,90,75,66,47,62
T. Itō,"3,099,999","382,152",21,32,95,62,25,55,59,68,70,44
L. Spalvis,"2,399,999","1,223,833",24,25,62,59,32,73,71,52,42,59
Aitor García,"2,500,000","3,581,192",24,34,74,67,28,67,69,64,66,52
M. Varnier,"3,499,999","189,074",20,70,49,59,66,73,33,32,41,30
S. Morsy,"1,699,999","366,347",27,58,81,70,68,80,60,39,52,55
F. Ayité,"1,699,999","1,049,316",30,22,81,68,22,70,63,66,63,67
F. Zuculini,"1,799,999","87,778",28,64,72,74,66,76,58,57,61,60
Bruno Moreira,"1,699,999","344,914",31,26,58,67,24,69,71,40,44,40
C. Fierro,"2,300,000","320,083",24,24,89,65,35,80,67,63,67,52
M. Morrison,"1,299,999","160,971",31,70,52,61,66,73,34,38,25,37
P. Gallagher,"999,999","3,017,845",34,43,66,70,61,51,65,78,77,75
D. Nounkeu,"999,999","727,869",32,61,67,59,65,82,31,54,51,24
T. Tawatha,"1,699,999","6,766,444",26,71,76,70,61,70,54,57,73,32
Toribio,"1,400,000","1,401,039",30,67,63,71,70,80,46,51,58,56
T. Carson,"1,100,000","1,762,266",31,12,56,13,17,65,18,12,18,19
H. Aiesh,"2,399,999","2,100,328",24,32,84,62,48,68,63,53,64,41
R. Boffin,"1,100,000","464,158",31,11,52,18,25,72,13,17,11,15
U. Matić,"1,799,999","119,141",28,59,72,69,59,76,69,59,58,60
L. Giannetti,"2,099,999","1,390,140",25,78,53,57,65,82,26,37,35,50
D. Sorgić,"1,799,999","2,411,749",29,27,77,68,22,71,79,65,49,59
José Arnáiz,"2,700,000","8,347,960",23,28,87,65,29,49,67,58,63,47
D. Kaiser,"1,699,999","72,151",30,56,75,72,65,74,73,76,72,73
A. Crescenzi,"1,699,999","914,967",27,69,81,62,61,84,34,56,64,32
D. Cerén,"1,400,000","407,299",29,66,53,70,65,33,57,42,52,64
Y. Al Shehri,"1,799,999","2,922,061",28,42,80,73,43,32,66,69,69,63
Renato Chaves,"1,400,000","404,862",28,73,44,62,65,82,38,38,48,42
A. Sissoko,"1,400,000","11,950,564",28,61,71,65,70,68,66,54,69,47
Chong Te Se,"924,999","643,693",35,33,61,67,28,74,71,62,58,57
Dodô,"2,599,999","556,924",20,64,90,68,65,83,58,42,66,52
R. Jenssen,"1,600,000","331,022",30,51,81,70,69,76,69,54,72,68
J. Onomah,"3,200,000","1,754,595",21,44,72,74,46,57,66,54,53,49
P. Franco,"1,699,999","6,377,701",27,71,66,67,73,69,43,62,57,66
J. Dudziak,"1,999,999","128,333",23,66,84,70,66,79,62,70,71,62
W. Zahibo,"1,999,999","171,312",25,64,51,69,70,71,49,37,41,42
J. Toledo,"1,400,000","156,144",32,31,50,57,23,78,77,62,58,59
C. Diandy,"1,699,999","272,868",28,66,68,70,69,68,52,54,61,57
A. Jędrzejczyk,"1,299,999","780,204",31,70,66,69,71,75,53,47,70,34
Waguininho,"1,799,999","152,449",29,46,76,69,58,65,77,55,60,58
M. Manotas,"2,500,000","674,448",23,27,72,62,27,69,73,43,49,39
Aderllan Santos,"1,600,000","1,737,721",29,74,49,52,74,58,27,44,42,61
J. Roa,"2,099,999","408,955",27,70,72,66,65,88,72,37,60,34
Dani Hernández,"999,999","172,702",33,9,48,41,26,75,16,23,13,12
A. Bouhaddouz,"1,600,000","301,933",31,14,58,65,33,72,68,70,49,64
N. Hauptmann,"2,900,000","6,440,000",22,44,90,75,41,71,58,71,64,53
L. Paqarada,"1,900,000","700,137",24,67,71,68,65,62,56,76,75,73
D. Kinsombi,"2,399,999","237,663",23,67,69,72,68,84,55,38,53,29
R. Improta,"2,099,999","494,179",25,15,91,70,35,49,66,61,66,30
E. Torres,"2,300,000","592,116",26,26,83,63,36,70,74,70,65,69
F. Diabaté,"2,700,000","1,637,274",23,14,82,64,20,51,70,43,64,38
S. Willems,"1,699,999","701,612",28,71,67,63,68,64,40,69,63,37
S. Özcan,"3,099,999","1,243,604",21,69,74,74,60,57,61,55,54,53
M. Caligiuri,"550,000","352,609",34,68,72,67,68,85,57,56,64,48
D. Moberg Karlsson,"2,399,999","771,746",24,15,76,70,13,70,72,60,59,66
O. Dramé,"2,099,999","3,059,534",26,40,86,64,36,70,64,55,61,69
Puado,"3,200,000","297,128",20,20,66,71,24,66,67,40,36,32
C. Henao,"1,400,000","512,982",30,69,44,50,77,67,25,62,26,78
J. Palacios,"1,400,000","8,880,594",28,65,78,63,65,76,59,42,64,29
M. Wittek,"2,200,000","282,505",23,69,80,67,64,67,59,80,78,78
M. Hartel,"2,399,999","1,027,266",23,27,85,71,35,56,64,68,60,52
M. Frýdek,"2,200,000","586,991",26,67,72,70,71,80,63,66,70,69
A. Montero,"2,099,999","122,479",23,14,32,39,16,55,19,18,20,14
E. Hestad,"2,500,000","496,677",23,53,79,72,59,56,68,67,68,61
M. Drudi,"1,199,999","502,821",32,68,59,63,68,61,45,60,55,59
S. Schonlau,"1,999,999","795,206",24,70,64,64,67,77,43,34,40,42
P. Toranzo,"599,999","763,885",36,53,64,75,62,68,63,76,77,75
Daniel Amora,"1,299,999","2,192,220",31,58,62,70,73,59,61,42,49,46
M. Hanousek,"1,900,000","6,541,744",25,61,72,64,66,77,56,45,68,29
T. Derijck,"1,199,999","2,614,524",31,66,49,64,72,53,33,43,31,40
E. López,"2,500,000","8,453,797",24,48,81,59,46,58,76,55,60,42
Anuar,"2,099,999","159,803",24,70,81,72,64,71,42,43,58,42
K. Günter,"1,999,999","819,547",24,68,61,69,68,75,31,21,32,26
A. Konradsen,"1,799,999","1,655,892",28,67,69,70,66,73,69,60,65,64
G. Torres,"1,799,999","107,170",30,27,73,63,35,72,70,64,64,49
T. Asano,"2,399,999","199,671",24,16,91,63,22,79,68,51,56,39
L. Castro,"2,099,999","17,367",26,10,78,62,32,68,75,43,57,31
S. McKenna,"3,099,999","569,126",22,67,31,53,65,76,16,28,41,31
D. Fox,"999,999","435,287",32,70,64,68,70,75,56,68,72,65
S. Birnbaum,"1,699,999","932,430",28,64,41,57,66,83,28,30,33,26
C. Maxwell,"1,500,000","1,130,643",28,12,45,23,25,62,14,16,18,13
D. Stracqualursi,"1,699,999","857,926",31,31,51,59,32,80,73,38,48,35
W. Sobota,"1,600,000","701,296",31,52,89,64,46,67,64,54,65,52
S. Doi,"2,099,999","2,070,525",26,36,76,72,38,62,72,66,66,50
José Mari,"1,299,999","294,961",31,62,62,70,73,75,58,71,58,56
T. Weilandt,"2,099,999","535,910",26,30,74,68,38,52,63,66,64,59
A. Wisdom,"1,999,999","3,169,932",25,73,60,68,71,86,59,34,52,26
