Play_Id,Ls,St,Rs,Lw,Lf,Cf,Rf,Rw,Lam,Cam,Ram,Lm,Lcm,Cm,Rcm,Rm,Lwb,Ldm,Cdm,Rdm,Rwb,Lb,Lcb,Cb,Rcb,Rb,Original_Position
168590,59+2,59+2,59+2,55+2,57+2,57+2,57+2,55+2,57+2,57+2,57+2,56+2,62+2,62+2,62+2,56+2,60+2,66+2,66+2,66+2,60+2,61+2,68+2,68+2,68+2,61+2,CB
217998,68+2,68+2,68+2,64+2,66+2,66+2,66+2,64+2,63+2,63+2,63+2,62+2,55+2,55+2,55+2,62+2,47+2,46+2,46+2,46+2,47+2,45+2,45+2,45+2,45+2,45+2,ST
187789,68+2,68+2,68+2,67+2,68+2,68+2,68+2,67+2,67+2,67+2,67+2,67+2,66+2,66+2,66+2,67+2,62+2,63+2,63+2,63+2,62+2,61+2,62+2,62+2,62+2,61+2,"CAM,LM,RM"
235149,63+2,63+2,63+2,65+2,65+2,65+2,65+2,65+2,66+2,66+2,66+2,66+2,67+2,67+2,67+2,66+2,65+2,65+2,65+2,65+2,65+2,64+2,61+2,61+2,61+2,64+2,"CM,CDM"
200845,67+2,67+2,67+2,64+2,65+2,65+2,65+2,64+2,63+2,63+2,63+2,64+2,59+2,59+2,59+2,64+2,53+2,51+2,51+2,51+2,53+2,51+2,50+2,50+2,50+2,51+2,ST
182412,57+2,57+2,57+2,54+2,56+2,56+2,56+2,54+2,55+2,55+2,55+2,55+2,57+2,57+2,57+2,55+2,62+2,64+2,64+2,64+2,62+2,63+2,68+2,68+2,68+2,63+2,CB
191390,60+2,60+2,60+2,68+2,65+2,65+2,65+2,68+2,67+2,67+2,67+2,70+2,67+2,67+2,67+2,70+2,69+2,66+2,66+2,66+2,69+2,67+2,64+2,64+2,64+2,67+2,"LB,LM"
183454,58+2,58+2,58+2,59+2,58+2,58+2,58+2,59+2,57+2,57+2,57+2,61+2,60+2,60+2,60+2,61+2,67+2,66+2,66+2,66+2,67+2,68+2,70+2,70+2,70+2,68+2,RB
52126,61+2,61+2,61+2,62+2,64+2,64+2,64+2,62+2,65+2,65+2,65+2,62+2,68+2,68+2,68+2,62+2,64+2,70+2,70+2,70+2,64+2,64+2,68+2,68+2,68+2,64+2,CM
173470,58+2,58+2,58+2,65+2,64+2,64+2,64+2,65+2,67+2,67+2,67+2,66+2,68+2,68+2,68+2,66+2,64+2,65+2,65+2,65+2,64+2,62+2,59+2,59+2,59+2,62+2,"CM,CDM"
232094,68+2,68+2,68+2,64+2,66+2,66+2,66+2,64+2,64+2,64+2,64+2,62+2,58+2,58+2,58+2,62+2,49+2,49+2,49+2,49+2,49+2,49+2,48+2,48+2,48+2,49+2,ST
164766,61+2,61+2,61+2,63+2,62+2,62+2,62+2,63+2,62+2,62+2,62+2,64+2,63+2,63+2,63+2,64+2,68+2,66+2,66+2,66+2,68+2,68+2,67+2,67+2,67+2,68+2,LB
225950,67+2,67+2,67+2,70+2,70+2,70+2,70+2,70+2,71+2,71+2,71+2,70+2,67+2,67+2,67+2,70+2,61+2,59+2,59+2,59+2,61+2,58+2,53+2,53+2,53+2,58+2,"CM,LM"
222109,61+2,61+2,61+2,65+2,64+2,64+2,64+2,65+2,65+2,65+2,65+2,67+2,64+2,64+2,64+2,67+2,62+2,59+2,59+2,59+2,62+2,60+2,56+2,56+2,56+2,60+2,"RM,CM"
220829,67+2,67+2,67+2,63+2,65+2,65+2,65+2,63+2,62+2,62+2,62+2,62+2,56+2,56+2,56+2,62+2,46+2,43+2,43+2,43+2,46+2,43+2,41+2,41+2,41+2,43+2,ST
215965,67+2,67+2,67+2,63+2,65+2,65+2,65+2,63+2,62+2,62+2,62+2,63+2,55+2,55+2,55+2,63+2,46+2,44+2,44+2,44+2,46+2,44+2,42+2,42+2,42+2,44+2,ST
204701,60+2,60+2,60+2,69+2,68+2,68+2,68+2,69+2,68+2,68+2,68+2,68+2,61+2,61+2,61+2,68+2,54+2,49+2,49+2,49+2,54+2,50+2,38+2,38+2,38+2,50+2,"RM,RW,LM"
236956,62+2,62+2,62+2,66+2,66+2,66+2,66+2,66+2,67+2,67+2,67+2,65+2,62+2,62+2,62+2,65+2,52+2,51+2,51+2,51+2,52+2,51+2,46+2,46+2,46+2,51+2,"CAM,LM"
235164,64+2,64+2,64+2,66+2,66+2,66+2,66+2,66+2,67+2,67+2,67+2,67+2,68+2,68+2,68+2,67+2,64+2,64+2,64+2,64+2,64+2,63+2,59+2,59+2,59+2,63+2,CM
232860,66+2,66+2,66+2,67+2,67+2,67+2,67+2,67+2,67+2,67+2,67+2,68+2,66+2,66+2,66+2,68+2,63+2,62+2,62+2,62+2,63+2,61+2,58+2,58+2,58+2,61+2,"RM,CM,LM"
230300,67+2,67+2,67+2,70+2,70+2,70+2,70+2,70+2,68+2,68+2,68+2,69+2,61+2,61+2,61+2,69+2,50+2,46+2,46+2,46+2,50+2,46+2,39+2,39+2,39+2,46+2,"ST,CF"
213404,57+2,57+2,57+2,56+2,57+2,57+2,57+2,56+2,59+2,59+2,59+2,59+2,63+2,63+2,63+2,59+2,63+2,67+2,67+2,67+2,63+2,64+2,68+2,68+2,68+2,64+2,"CB,CDM"
184242,64+2,64+2,64+2,67+2,66+2,66+2,66+2,67+2,67+2,67+2,67+2,67+2,68+2,68+2,68+2,67+2,66+2,66+2,66+2,66+2,66+2,65+2,63+2,63+2,63+2,65+2,CM
232882,58+2,58+2,58+2,64+2,62+2,62+2,62+2,64+2,65+2,65+2,65+2,67+2,68+2,68+2,68+2,67+2,69+2,70+2,70+2,70+2,69+2,68+2,67+2,67+2,67+2,68+2,"CM,CB,CDM"
216498,68+2,68+2,68+2,69+2,68+2,68+2,68+2,69+2,68+2,68+2,68+2,68+2,63+2,63+2,63+2,68+2,53+2,52+2,52+2,52+2,53+2,50+2,47+2,47+2,47+2,50+2,"ST,RM,LM"
201138,,,,,,,,,,,,,,,,,,,,,,,,,,,GK
198322,59+2,59+2,59+2,62+2,63+2,63+2,63+2,62+2,66+2,66+2,66+2,63+2,67+2,67+2,67+2,63+2,62+2,68+2,68+2,68+2,62+2,61+2,64+2,64+2,64+2,61+2,"CDM,CM"
222129,,,,,,,,,,,,,,,,,,,,,,,,,,,GK
223920,47+2,47+2,47+2,43+2,44+2,44+2,44+2,43+2,44+2,44+2,44+2,46+2,50+2,50+2,50+2,46+2,58+2,62+2,62+2,62+2,58+2,61+2,67+2,67+2,67+2,61+2,CB
233647,48+2,48+2,48+2,41+2,43+2,43+2,43+2,41+2,43+2,43+2,43+2,44+2,49+2,49+2,49+2,44+2,56+2,62+2,62+2,62+2,56+2,59+2,68+2,68+2,68+2,59+2,CB
223151,68+2,68+2,68+2,69+2,68+2,68+2,68+2,69+2,67+2,67+2,67+2,69+2,61+2,61+2,61+2,69+2,57+2,53+2,53+2,53+2,57+2,56+2,51+2,51+2,51+2,56+2,ST
214703,,,,,,,,,,,,,,,,,,,,,,,,,,,GK
175789,70+2,70+2,70+2,69+2,69+2,69+2,69+2,69+2,68+2,68+2,68+2,69+2,68+2,68+2,68+2,69+2,67+2,66+2,66+2,66+2,67+2,66+2,66+2,66+2,66+2,66+2,"CM,CDM"
234925,54+2,54+2,54+2,59+2,58+2,58+2,58+2,59+2,60+2,60+2,60+2,63+2,63+2,63+2,63+2,63+2,67+2,67+2,67+2,67+2,67+2,67+2,68+2,68+2,68+2,67+2,"CB,LB"
202413,64+2,64+2,64+2,63+2,64+2,64+2,64+2,63+2,65+2,65+2,65+2,64+2,67+2,67+2,67+2,64+2,66+2,69+2,69+2,69+2,66+2,66+2,68+2,68+2,68+2,66+2,"CM,CDM"
225964,62+2,62+2,62+2,67+2,67+2,67+2,67+2,67+2,67+2,67+2,67+2,65+2,60+2,60+2,60+2,65+2,52+2,50+2,50+2,50+2,52+2,50+2,45+2,45+2,45+2,50+2,CAM
230315,,,,,,,,,,,,,,,,,,,,,,,,,,,GK
207531,51+2,51+2,51+2,48+2,49+2,49+2,49+2,48+2,49+2,49+2,49+2,50+2,55+2,55+2,55+2,50+2,59+2,64+2,64+2,64+2,59+2,61+2,67+2,67+2,67+2,61+2,CB
173245,65+2,65+2,65+2,68+2,68+2,68+2,68+2,68+2,69+2,69+2,69+2,68+2,68+2,68+2,68+2,68+2,62+2,64+2,64+2,64+2,62+2,61+2,59+2,59+2,59+2,61+2,"CM,CAM"
234948,64+2,64+2,64+2,69+2,68+2,68+2,68+2,69+2,69+2,69+2,69+2,69+2,67+2,67+2,67+2,69+2,63+2,62+2,62+2,62+2,63+2,61+2,56+2,56+2,56+2,61+2,CM
214724,67+2,67+2,67+2,65+2,66+2,66+2,66+2,65+2,64+2,64+2,64+2,64+2,58+2,58+2,58+2,64+2,48+2,46+2,46+2,46+2,48+2,46+2,41+2,41+2,41+2,46+2,ST
190659,67+2,67+2,67+2,68+2,68+2,68+2,68+2,68+2,67+2,67+2,67+2,68+2,61+2,61+2,61+2,68+2,52+2,48+2,48+2,48+2,52+2,50+2,43+2,43+2,43+2,50+2,"RM,LM"
208835,63+2,63+2,63+2,68+2,67+2,67+2,67+2,68+2,69+2,69+2,69+2,69+2,69+2,69+2,69+2,69+2,68+2,68+2,68+2,68+2,68+2,66+2,63+2,63+2,63+2,66+2,"CDM,CM,CAM"
123586,,,,,,,,,,,,,,,,,,,,,,,,,,,GK
183490,55+2,55+2,55+2,60+2,58+2,58+2,58+2,60+2,59+2,59+2,59+2,62+2,61+2,61+2,61+2,62+2,68+2,65+2,65+2,65+2,68+2,67+2,65+2,65+2,65+2,67+2,LB
235458,46+2,46+2,46+2,42+2,42+2,42+2,42+2,42+2,42+2,42+2,42+2,44+2,46+2,46+2,46+2,44+2,57+2,59+2,59+2,59+2,57+2,60+2,68+2,68+2,68+2,60+2,CB
231874,53+2,53+2,53+2,59+2,56+2,56+2,56+2,59+2,56+2,56+2,56+2,61+2,57+2,57+2,57+2,61+2,67+2,63+2,63+2,63+2,67+2,67+2,66+2,66+2,66+2,67+2,"LB,CB"
216514,61+2,61+2,61+2,68+2,66+2,66+2,66+2,68+2,67+2,67+2,67+2,68+2,62+2,62+2,62+2,68+2,55+2,50+2,50+2,50+2,55+2,52+2,41+2,41+2,41+2,52+2,"LM,CAM"
213954,,,,,,,,,,,,,,,,,,,,,,,,,,,GK
236993,65+2,65+2,65+2,67+2,66+2,66+2,66+2,67+2,65+2,65+2,65+2,67+2,64+2,64+2,64+2,67+2,68+2,65+2,65+2,65+2,68+2,68+2,65+2,65+2,65+2,68+2,RB
233409,52+2,52+2,52+2,60+2,57+2,57+2,57+2,60+2,59+2,59+2,59+2,63+2,60+2,60+2,60+2,63+2,67+2,63+2,63+2,63+2,67+2,67+2,61+2,61+2,61+2,67+2,RB
184512,45+2,45+2,45+2,40+2,41+2,41+2,41+2,40+2,40+2,40+2,40+2,42+2,46+2,46+2,46+2,42+2,56+2,60+2,60+2,60+2,56+2,58+2,68+2,68+2,68+2,58+2,CB
239808,60+2,60+2,60+2,65+2,64+2,64+2,64+2,65+2,66+2,66+2,66+2,66+2,68+2,68+2,68+2,66+2,68+2,68+2,68+2,68+2,68+2,67+2,64+2,64+2,64+2,67+2,"CM,CDM"
213952,,,,,,,,,,,,,,,,,,,,,,,,,,,GK
204992,68+2,68+2,68+2,68+2,68+2,68+2,68+2,68+2,66+2,66+2,66+2,66+2,58+2,58+2,58+2,66+2,49+2,47+2,47+2,47+2,49+2,46+2,44+2,44+2,44+2,46+2,ST
234710,68+2,68+2,68+2,68+2,69+2,69+2,69+2,68+2,69+2,69+2,69+2,70+2,68+2,68+2,68+2,70+2,61+2,63+2,63+2,63+2,61+2,60+2,60+2,60+2,60+2,60+2,"RW,LW,CM"
232406,50+2,50+2,50+2,52+2,52+2,52+2,52+2,52+2,54+2,54+2,54+2,56+2,58+2,58+2,58+2,56+2,65+2,67+2,67+2,67+2,65+2,66+2,68+2,68+2,68+2,66+2,CDM
214998,64+2,64+2,64+2,66+2,67+2,67+2,67+2,66+2,68+2,68+2,68+2,67+2,70+2,70+2,70+2,67+2,66+2,68+2,68+2,68+2,66+2,65+2,62+2,62+2,62+2,65+2,"CDM,CM"
193749,67+2,67+2,67+2,64+2,65+2,65+2,65+2,64+2,63+2,63+2,63+2,63+2,58+2,58+2,58+2,63+2,51+2,50+2,50+2,50+2,51+2,48+2,48+2,48+2,48+2,48+2,ST
213717,65+2,65+2,65+2,66+2,67+2,67+2,67+2,66+2,68+2,68+2,68+2,66+2,66+2,66+2,66+2,66+2,57+2,57+2,57+2,57+2,57+2,54+2,51+2,51+2,51+2,54+2,"CAM,CF,ST"
172756,58+2,58+2,58+2,57+2,58+2,58+2,58+2,57+2,59+2,59+2,59+2,60+2,64+2,64+2,64+2,60+2,64+2,68+2,68+2,68+2,64+2,64+2,69+2,69+2,69+2,64+2,CDM
181971,65+2,65+2,65+2,66+2,66+2,66+2,66+2,66+2,67+2,67+2,67+2,66+2,67+2,67+2,67+2,66+2,67+2,67+2,67+2,67+2,67+2,67+2,66+2,66+2,66+2,67+2,"CDM,CM,CAM,RM"
174547,53+2,53+2,53+2,54+2,54+2,54+2,54+2,54+2,56+2,56+2,56+2,58+2,61+2,61+2,61+2,58+2,66+2,67+2,67+2,67+2,66+2,67+2,68+2,68+2,68+2,67+2,"CB,LB"
168403,43+2,43+2,43+2,39+2,40+2,40+2,40+2,39+2,39+2,39+2,39+2,40+2,44+2,44+2,44+2,40+2,57+2,58+2,58+2,58+2,57+2,60+2,68+2,68+2,68+2,60+2,CB
219091,58+2,58+2,58+2,59+2,59+2,59+2,59+2,59+2,60+2,60+2,60+2,61+2,63+2,63+2,63+2,61+2,66+2,68+2,68+2,68+2,66+2,65+2,67+2,67+2,67+2,65+2,"CDM,CB,CM"
206035,63+2,63+2,63+2,63+2,63+2,63+2,63+2,63+2,64+2,64+2,64+2,64+2,65+2,65+2,65+2,64+2,66+2,67+2,67+2,67+2,66+2,65+2,68+2,68+2,68+2,65+2,"CDM,CM"
238802,67+2,67+2,67+2,69+2,69+2,69+2,69+2,69+2,67+2,67+2,67+2,68+2,62+2,62+2,62+2,68+2,55+2,51+2,51+2,51+2,55+2,52+2,44+2,44+2,44+2,52+2,"RW,RM,LW,ST"
226002,47+2,47+2,47+2,46+2,45+2,45+2,45+2,46+2,46+2,46+2,46+2,49+2,51+2,51+2,51+2,49+2,61+2,62+2,62+2,62+2,61+2,63+2,67+2,67+2,67+2,63+2,CB
222930,59+2,59+2,59+2,60+2,60+2,60+2,60+2,60+2,62+2,62+2,62+2,62+2,65+2,65+2,65+2,62+2,66+2,68+2,68+2,68+2,66+2,67+2,68+2,68+2,68+2,67+2,"CDM,CB,CM"
198354,68+2,68+2,68+2,68+2,68+2,68+2,68+2,68+2,66+2,66+2,66+2,68+2,61+2,61+2,61+2,68+2,54+2,51+2,51+2,51+2,54+2,51+2,47+2,47+2,47+2,51+2,"ST,RW,LW"
166097,,,,,,,,,,,,,,,,,,,,,,,,,,,GK
209637,55+2,55+2,55+2,49+2,50+2,50+2,50+2,49+2,50+2,50+2,50+2,52+2,54+2,54+2,54+2,52+2,60+2,62+2,62+2,62+2,60+2,62+2,67+2,67+2,67+2,62+2,"CB,RB"
206565,63+2,63+2,63+2,68+2,67+2,67+2,67+2,68+2,68+2,68+2,68+2,68+2,63+2,63+2,63+2,68+2,56+2,53+2,53+2,53+2,56+2,54+2,46+2,46+2,46+2,54+2,"CAM,LM,RM"
189412,61+2,61+2,61+2,62+2,62+2,62+2,62+2,62+2,63+2,63+2,63+2,63+2,65+2,65+2,65+2,63+2,67+2,68+2,68+2,68+2,67+2,67+2,67+2,67+2,67+2,67+2,"CDM,CM,CAM"
235236,68+2,68+2,68+2,68+2,69+2,69+2,69+2,68+2,68+2,68+2,68+2,67+2,64+2,64+2,64+2,67+2,55+2,56+2,56+2,56+2,55+2,53+2,52+2,52+2,52+2,53+2,ST
229348,52+2,52+2,52+2,59+2,55+2,55+2,55+2,59+2,54+2,54+2,54+2,60+2,53+2,53+2,53+2,60+2,67+2,60+2,60+2,60+2,67+2,67+2,65+2,65+2,65+2,67+2,"LB,LWB"
189155,53+2,53+2,53+2,58+2,55+2,55+2,55+2,58+2,57+2,57+2,57+2,61+2,61+2,61+2,61+2,61+2,68+2,66+2,66+2,66+2,68+2,68+2,68+2,68+2,68+2,68+2,"CB,LB"
206563,62+2,62+2,62+2,67+2,66+2,66+2,66+2,67+2,68+2,68+2,68+2,67+2,67+2,67+2,67+2,67+2,66+2,66+2,66+2,66+2,66+2,64+2,61+2,61+2,61+2,64+2,CM
203491,66+2,66+2,66+2,67+2,67+2,67+2,67+2,67+2,67+2,67+2,67+2,68+2,63+2,63+2,63+2,68+2,53+2,52+2,52+2,52+2,53+2,50+2,46+2,46+2,46+2,50+2,LM
193250,59+2,59+2,59+2,63+2,61+2,61+2,61+2,63+2,61+2,61+2,61+2,64+2,62+2,62+2,62+2,64+2,68+2,66+2,66+2,66+2,68+2,68+2,66+2,66+2,66+2,68+2,"LB,LM"
189922,45+2,45+2,45+2,35+2,39+2,39+2,39+2,35+2,36+2,36+2,36+2,36+2,39+2,39+2,39+2,36+2,49+2,53+2,53+2,53+2,49+2,54+2,67+2,67+2,67+2,54+2,CB
172258,49+2,49+2,49+2,48+2,49+2,49+2,49+2,48+2,51+2,51+2,51+2,52+2,58+2,58+2,58+2,52+2,61+2,68+2,68+2,68+2,61+2,63+2,70+2,70+2,70+2,63+2,CDM
166114,67+2,67+2,67+2,64+2,64+2,64+2,64+2,64+2,64+2,64+2,64+2,64+2,61+2,61+2,61+2,64+2,50+2,51+2,51+2,51+2,50+2,49+2,50+2,50+2,50+2,49+2,ST
215266,68+2,68+2,68+2,69+2,68+2,68+2,68+2,69+2,67+2,67+2,67+2,69+2,61+2,61+2,61+2,69+2,54+2,50+2,50+2,50+2,54+2,52+2,45+2,45+2,45+2,52+2,"ST,RM,LM"
215010,55+2,55+2,55+2,57+2,55+2,55+2,55+2,57+2,54+2,54+2,54+2,59+2,57+2,57+2,57+2,59+2,66+2,64+2,64+2,64+2,66+2,67+2,68+2,68+2,68+2,67+2,"CB,RB"
203746,64+2,64+2,64+2,67+2,67+2,67+2,67+2,67+2,68+2,68+2,68+2,67+2,66+2,66+2,66+2,67+2,60+2,58+2,58+2,58+2,60+2,58+2,53+2,53+2,53+2,58+2,"CAM,RM,CM"
142818,58+2,58+2,58+2,59+2,59+2,59+2,59+2,59+2,61+2,61+2,61+2,60+2,64+2,64+2,64+2,60+2,64+2,67+2,67+2,67+2,64+2,64+2,68+2,68+2,68+2,64+2,"CB,RB"
205045,51+2,51+2,51+2,52+2,53+2,53+2,53+2,52+2,55+2,55+2,55+2,55+2,59+2,59+2,59+2,55+2,61+2,65+2,65+2,65+2,61+2,63+2,67+2,67+2,67+2,63+2,CB
238068,68+2,68+2,68+2,69+2,69+2,69+2,69+2,69+2,67+2,67+2,67+2,67+2,59+2,59+2,59+2,67+2,48+2,44+2,44+2,44+2,48+2,45+2,38+2,38+2,38+2,45+2,"RM,RW,LM"
163828,67+2,67+2,67+2,67+2,67+2,67+2,67+2,67+2,66+2,66+2,66+2,66+2,60+2,60+2,60+2,66+2,49+2,47+2,47+2,47+2,49+2,46+2,41+2,41+2,41+2,46+2,"ST,CAM"
229108,63+2,63+2,63+2,67+2,66+2,66+2,66+2,67+2,67+2,67+2,67+2,66+2,63+2,63+2,63+2,66+2,55+2,54+2,54+2,54+2,55+2,52+2,48+2,48+2,48+2,52+2,CAM
186611,,,,,,,,,,,,,,,,,,,,,,,,,,,GK
184819,44+2,44+2,44+2,41+2,40+2,40+2,40+2,41+2,41+2,41+2,41+2,43+2,47+2,47+2,47+2,43+2,57+2,60+2,60+2,60+2,57+2,60+2,68+2,68+2,68+2,60+2,CB
183283,52+2,52+2,52+2,50+2,51+2,51+2,51+2,50+2,51+2,51+2,51+2,52+2,56+2,56+2,56+2,52+2,60+2,64+2,64+2,64+2,60+2,62+2,68+2,68+2,68+2,62+2,CB
231667,62+2,62+2,62+2,67+2,66+2,66+2,66+2,67+2,68+2,68+2,68+2,66+2,63+2,63+2,63+2,66+2,56+2,55+2,55+2,55+2,56+2,53+2,51+2,51+2,51+2,53+2,"CAM,RW,LW"
215283,48+2,48+2,48+2,44+2,44+2,44+2,44+2,44+2,44+2,44+2,44+2,46+2,48+2,48+2,48+2,46+2,58+2,60+2,60+2,60+2,58+2,60+2,67+2,67+2,67+2,60+2,CB
179698,62+2,62+2,62+2,63+2,62+2,62+2,62+2,63+2,62+2,62+2,62+2,63+2,63+2,63+2,63+2,63+2,67+2,67+2,67+2,67+2,67+2,67+2,70+2,70+2,70+2,67+2,"LB,CB"
177906,66+2,66+2,66+2,69+2,68+2,68+2,68+2,69+2,67+2,67+2,67+2,69+2,64+2,64+2,64+2,69+2,59+2,55+2,55+2,55+2,59+2,56+2,50+2,50+2,50+2,56+2,"CAM,CM,LM"
234994,,,,,,,,,,,,,,,,,,,,,,,,,,,GK
231410,62+2,62+2,62+2,68+2,68+2,68+2,68+2,68+2,68+2,68+2,68+2,67+2,60+2,60+2,60+2,67+2,50+2,46+2,46+2,46+2,50+2,45+2,37+2,37+2,37+2,45+2,"LW,CF"
230386,54+2,54+2,54+2,50+2,50+2,50+2,50+2,50+2,50+2,50+2,50+2,52+2,54+2,54+2,54+2,52+2,61+2,62+2,62+2,62+2,61+2,63+2,68+2,68+2,68+2,63+2,CB
223730,67+2,67+2,67+2,62+2,64+2,64+2,64+2,62+2,61+2,61+2,61+2,60+2,55+2,55+2,55+2,60+2,45+2,42+2,42+2,42+2,45+2,43+2,40+2,40+2,40+2,43+2,ST
214258,59+2,59+2,59+2,56+2,57+2,57+2,57+2,56+2,59+2,59+2,59+2,58+2,64+2,64+2,64+2,58+2,63+2,68+2,68+2,68+2,63+2,63+2,68+2,68+2,68+2,63+2,"CDM,CM"
183815,62+2,62+2,62+2,63+2,62+2,62+2,62+2,63+2,63+2,63+2,63+2,64+2,64+2,64+2,64+2,64+2,66+2,66+2,66+2,66+2,66+2,67+2,68+2,68+2,68+2,67+2,RB
232711,64+2,64+2,64+2,66+2,65+2,65+2,65+2,66+2,65+2,65+2,65+2,66+2,65+2,65+2,65+2,66+2,65+2,63+2,63+2,63+2,65+2,64+2,61+2,61+2,61+2,64+2,"RM,CM"
166919,59+2,59+2,59+2,59+2,59+2,59+2,59+2,59+2,60+2,60+2,60+2,59+2,62+2,62+2,62+2,59+2,63+2,65+2,65+2,65+2,63+2,63+2,67+2,67+2,67+2,63+2,"CB,LB"
190982,64+2,64+2,64+2,67+2,66+2,66+2,66+2,67+2,66+2,66+2,66+2,66+2,61+2,61+2,61+2,66+2,50+2,48+2,48+2,48+2,50+2,47+2,41+2,41+2,41+2,47+2,"CAM,RM,LM"
220166,66+2,66+2,66+2,68+2,68+2,68+2,68+2,68+2,67+2,67+2,67+2,67+2,60+2,60+2,60+2,67+2,51+2,47+2,47+2,47+2,51+2,48+2,40+2,40+2,40+2,48+2,"LW,RW"
210182,49+2,49+2,49+2,48+2,47+2,47+2,47+2,48+2,48+2,48+2,48+2,50+2,53+2,53+2,53+2,50+2,60+2,62+2,62+2,62+2,60+2,62+2,67+2,67+2,67+2,62+2,CB
186117,66+2,66+2,66+2,67+2,67+2,67+2,67+2,67+2,67+2,67+2,67+2,67+2,67+2,67+2,67+2,67+2,64+2,64+2,64+2,64+2,64+2,63+2,63+2,63+2,63+2,63+2,"CM,LM"
240133,66+2,66+2,66+2,58+2,62+2,62+2,62+2,58+2,59+2,59+2,59+2,57+2,54+2,54+2,54+2,57+2,42+2,43+2,43+2,43+2,42+2,40+2,43+2,43+2,43+2,40+2,ST
229381,61+2,61+2,61+2,67+2,64+2,64+2,64+2,67+2,64+2,64+2,64+2,67+2,58+2,58+2,58+2,67+2,52+2,45+2,45+2,45+2,52+2,49+2,37+2,37+2,37+2,49+2,"RM,LM"
190724,66+2,66+2,66+2,63+2,65+2,65+2,65+2,63+2,62+2,62+2,62+2,64+2,57+2,57+2,57+2,64+2,49+2,46+2,46+2,46+2,49+2,45+2,41+2,41+2,41+2,45+2,ST
162053,43+2,43+2,43+2,46+2,44+2,44+2,44+2,46+2,47+2,47+2,47+2,50+2,53+2,53+2,53+2,50+2,61+2,63+2,63+2,63+2,61+2,63+2,67+2,67+2,67+2,63+2,CB
233988,57+2,57+2,57+2,65+2,63+2,63+2,63+2,65+2,64+2,64+2,64+2,65+2,63+2,63+2,63+2,65+2,67+2,63+2,63+2,63+2,67+2,66+2,59+2,59+2,59+2,66+2,RB
156164,55+2,55+2,55+2,56+2,56+2,56+2,56+2,56+2,56+2,56+2,56+2,59+2,59+2,59+2,59+2,59+2,65+2,64+2,64+2,64+2,65+2,65+2,67+2,67+2,67+2,65+2,"CB,RB"
240131,64+2,64+2,64+2,68+2,66+2,66+2,66+2,68+2,65+2,65+2,65+2,67+2,58+2,58+2,58+2,67+2,55+2,47+2,47+2,47+2,55+2,54+2,44+2,44+2,44+2,54+2,"RW,LW"
236547,63+2,63+2,63+2,68+2,66+2,66+2,66+2,68+2,66+2,66+2,66+2,69+2,65+2,65+2,65+2,69+2,65+2,61+2,61+2,61+2,65+2,64+2,58+2,58+2,58+2,64+2,"CAM,LM,RM,LB"
223747,55+2,55+2,55+2,61+2,59+2,59+2,59+2,61+2,60+2,60+2,60+2,63+2,60+2,60+2,60+2,63+2,67+2,64+2,64+2,64+2,67+2,67+2,66+2,66+2,66+2,67+2,LB
232728,51+2,51+2,51+2,60+2,57+2,57+2,57+2,60+2,59+2,59+2,59+2,62+2,60+2,60+2,60+2,62+2,67+2,63+2,63+2,63+2,67+2,66+2,64+2,64+2,64+2,66+2,"LB,RB,LM"
228887,44+2,44+2,44+2,39+2,41+2,41+2,41+2,39+2,42+2,42+2,42+2,43+2,49+2,49+2,49+2,43+2,55+2,61+2,61+2,61+2,55+2,58+2,66+2,66+2,66+2,58+2,CB
232214,67+2,67+2,67+2,63+2,66+2,66+2,66+2,63+2,65+2,65+2,65+2,62+2,58+2,58+2,58+2,62+2,42+2,42+2,42+2,42+2,42+2,40+2,37+2,37+2,37+2,40+2,"ST,LM"
219670,49+2,49+2,49+2,51+2,50+2,50+2,50+2,51+2,50+2,50+2,50+2,53+2,52+2,52+2,52+2,53+2,64+2,62+2,62+2,62+2,64+2,66+2,66+2,66+2,66+2,66+2,"CB,LB"
205846,51+2,51+2,51+2,59+2,56+2,56+2,56+2,59+2,58+2,58+2,58+2,61+2,60+2,60+2,60+2,61+2,67+2,65+2,65+2,65+2,67+2,66+2,64+2,64+2,64+2,66+2,RB
190485,54+2,54+2,54+2,61+2,58+2,58+2,58+2,61+2,62+2,62+2,62+2,64+2,64+2,64+2,64+2,64+2,67+2,67+2,67+2,67+2,67+2,67+2,65+2,65+2,65+2,67+2,"LB,LWB"
185109,60+2,60+2,60+2,62+2,60+2,60+2,60+2,62+2,60+2,60+2,60+2,63+2,61+2,61+2,61+2,63+2,68+2,65+2,65+2,65+2,68+2,68+2,67+2,67+2,67+2,68+2,"CB,LB"
241941,55+2,55+2,55+2,59+2,56+2,56+2,56+2,59+2,57+2,57+2,57+2,61+2,59+2,59+2,59+2,61+2,66+2,65+2,65+2,65+2,66+2,67+2,69+2,69+2,69+2,67+2,"LB,CB"
219413,46+2,46+2,46+2,53+2,48+2,48+2,48+2,53+2,51+2,51+2,51+2,57+2,54+2,54+2,54+2,57+2,66+2,61+2,61+2,61+2,66+2,66+2,64+2,64+2,64+2,66+2,LB
191252,64+2,64+2,64+2,65+2,64+2,64+2,64+2,65+2,63+2,63+2,63+2,66+2,63+2,63+2,63+2,66+2,67+2,64+2,64+2,64+2,67+2,67+2,64+2,64+2,64+2,67+2,"LB,LM,LWB"
